areatype,date,name,code,newCasesByPublishDate,cumCasesByPublishDate,cumCasesBySpecimenDateRate,newCasesBySpecimenDate,cumCasesBySpecimenDate,newPillarOneTestsByPublishDate,cumPillarOneTestsByPublishDate,newPillarTwoTestsByPublishDate,cumPillarTwoTestsByPublishDate,newPillarThreeTestsByPublishDate,cumPillarThreeTestsByPublishDate,newPillarFourTestsByPublishDate,cumPillarFourTestsByPublishDate,newAdmissions,cumAdmissions,cumTestsByPublishDate,newTestsByPublishDate,covidOccupiedMVBeds,hospitalCases,plannedCapacityByPublishDate,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate
overview,2021-03-29,United Kingdom,K02000001,4654.0,4337696.0,6588.7,4196.0,4419782.0,81847.0,22290241.0,875539.0,94530449.0,1329.0,2110709.0,15021.0,6542860.0,251.0,458148.0,125474259.0,973736.0,583.0,4198.0,913260.0,23.0,126615.0,188.7,36.0,127312.0,189.8
overview,2021-03-30,United Kingdom,K02000001,4040.0,4341736.0,6594.3,3777.0,4423559.0,99618.0,22389859.0,580385.0,95147183.0,2348.0,2113057.0,17368.0,6570711.0,257.0,458405.0,126220810.0,699719.0,568.0,3977.0,889673.0,56.0,126670.0,188.8,43.0,127355.0,189.9
overview,2021-03-31,United Kingdom,K02000001,4052.0,4345788.0,6600.2,3967.0,4427526.0,89400.0,22487510.0,1155454.0,96350691.0,2044.0,2114495.0,23462.0,6594173.0,270.0,458675.0,127546869.0,1270360.0,547.0,3743.0,805723.0,43.0,126713.0,188.9,39.0,127394.0,189.9
overview,2021-04-01,United Kingdom,K02000001,4479.0,4350266.0,6605.7,3674.0,4431200.0,87942.0,22575452.0,851448.0,97327216.0,2520.0,2117015.0,16227.0,6610400.0,234.0,458909.0,128630083.0,958137.0,517.0,3558.0,775928.0,51.0,126764.0,189.0,32.0,127426.0,190.0
overview,2021-04-02,United Kingdom,K02000001,3402.0,4353668.0,6609.8,2747.0,4433947.0,61714.0,22637166.0,481181.0,97871753.0,1215.0,2118230.0,12718.0,6623118.0,237.0,459146.0,129250267.0,556828.0,485.0,3377.0,753945.0,52.0,126816.0,189.0,31.0,127457.0,190.0
overview,2021-04-03,United Kingdom,K02000001,3423.0,4357091.0,6613.6,2506.0,4436453.0,58798.0,22695963.0,333933.0,98240434.0,535.0,2118765.0,12903.0,6636021.0,222.0,459368.0,129691183.0,406169.0,478.0,3245.0,754245.0,10.0,126826.0,189.1,31.0,127488.0,190.1
overview,2021-04-04,United Kingdom,K02000001,2297.0,4359388.0,6617.1,2411.0,4438864.0,63581.0,22759544.0,739343.0,99009318.0,378.0,2119143.0,10769.0,6647068.0,197.0,459565.0,130535073.0,814071.0,469.0,3230.0,755545.0,10.0,126836.0,189.1,27.0,127515.0,190.1
overview,2021-04-05,United Kingdom,K02000001,2762.0,4362150.0,6621.2,2744.0,4441608.0,73114.0,22832658.0,667650.0,99807877.0,440.0,2119583.0,559.0,6647627.0,238.0,459803.0,131407745.0,741763.0,461.0,3256.0,768345.0,26.0,126862.0,189.1,18.0,127533.0,190.1
overview,2021-04-06,United Kingdom,K02000001,2379.0,4364529.0,6626.2,3312.0,4444920.0,91304.0,22923962.0,529472.0,100417526.0,2215.0,2121798.0,11162.0,6678294.0,223.0,460026.0,132141580.0,634153.0,453.0,3144.0,768445.0,20.0,126882.0,189.1,28.0,127561.0,190.2
overview,2021-04-07,United Kingdom,K02000001,2763.0,4367291.0,6631.0,3253.0,4448173.0,94267.0,23018229.0,921483.0,101391299.0,2354.0,2124152.0,21088.0,6699382.0,235.0,460261.0,133233062.0,1039192.0,440.0,3020.0,769345.0,45.0,126927.0,189.2,28.0,127589.0,190.2
overview,2021-04-08,United Kingdom,K02000001,3030.0,4370321.0,6635.7,3147.0,4451320.0,89955.0,23116358.0,824848.0,102327226.0,2498.0,2126650.0,19511.0,6718893.0,207.0,460468.0,134289127.0,936812.0,421.0,2873.0,770745.0,53.0,126980.0,189.3,36.0,127625.0,190.3
overview,2021-04-09,United Kingdom,K02000001,3150.0,4365461.0,6640.1,2952.0,4454272.0,86601.0,23202959.0,575712.0,102978254.0,2805.0,2129455.0,16179.0,6735072.0,206.0,460674.0,135045740.0,681297.0,405.0,2794.0,771538.0,60.0,127040.0,189.4,26.0,127651.0,190.3
overview,2021-04-10,United Kingdom,K02000001,2589.0,4368045.0,6643.7,2380.0,4456652.0,76902.0,23279861.0,392004.0,103407861.0,915.0,2130370.0,13247.0,6748585.0,186.0,460860.0,135566677.0,483068.0,385.0,2652.0,771938.0,40.0,127080.0,189.4,25.0,127676.0,190.3
overview,2021-04-11,United Kingdom,K02000001,1730.0,4369775.0,6647.2,2376.0,4459028.0,63116.0,23343831.0,1143447.0,104587086.0,515.0,2130885.0,11474.0,6760059.0,205.0,461065.0,136821861.0,1218552.0,385.0,2551.0,770938.0,7.0,127087.0,189.5,24.0,127700.0,190.4
overview,2021-04-12,United Kingdom,K02000001,3568.0,4373343.0,6651.5,2878.0,4461906.0,78050.0,23431485.0,785255.0,105510067.0,1874.0,2134219.0,12612.0,6772671.0,205.0,461270.0,137848442.0,877791.0,377.0,2494.0,772838.0,13.0,127100.0,189.5,29.0,127729.0,190.4
overview,2021-04-13,United Kingdom,K02000001,2472.0,4375814.0,6655.2,2495.0,4464401.0,107833.0,23539317.0,560740.0,106146046.0,2010.0,2136229.0,12279.0,6785039.0,182.0,461452.0,138606631.0,682862.0,370.0,2410.0,777838.0,23.0,127123.0,189.5,21.0,127750.0,190.4
overview,2021-04-14,United Kingdom,K02000001,2491.0,4378305.0,6659.0,2512.0,4466913.0,96369.0,23635686.0,1049408.0,107244222.0,2280.0,2139279.0,20135.0,6805174.0,196.0,461648.0,139824361.0,1168192.0,351.0,2296.0,776838.0,38.0,127161.0,189.6,17.0,127767.0,190.5
overview,2021-04-15,United Kingdom,K02000001,2672.0,4380976.0,6662.5,2344.0,4469257.0,80590.0,23716276.0,895315.0,108266397.0,2301.0,2141580.0,14601.0,6819775.0,161.0,461809.0,140944028.0,992807.0,329.0,2196.0,777738.0,30.0,127191.0,189.6,22.0,127789.0,190.5
overview,2021-04-16,United Kingdom,K02000001,2596.0,4383732.0,6666.0,2347.0,4471604.0,81745.0,23798021.0,588138.0,108935391.0,2116.0,2143696.0,12190.0,6831965.0,160.0,461969.0,141709073.0,684189.0,332.0,2141.0,775138.0,34.0,127225.0,189.7,18.0,127807.0,190.5
overview,2021-04-17,United Kingdom,K02000001,2206.0,4385938.0,6668.5,1721.0,4473325.0,67847.0,23865868.0,411797.0,109384727.0,927.0,2144623.0,13182.0,6845147.0,159.0,462128.0,142240365.0,493753.0,323.0,2036.0,775138.0,35.0,127260.0,189.7,25.0,127832.0,190.6
overview,2021-04-18,United Kingdom,K02000001,1882.0,4387820.0,6672.4,2584.0,4475909.0,67242.0,23933110.0,1604231.0,111030127.0,227.0,2144850.0,5385.0,6850532.0,141.0,462269.0,143958619.0,1677085.0,311.0,1984.0,772538.0,10.0,127270.0,189.7,18.0,127850.0,190.6
overview,2021-04-19,United Kingdom,K02000001,2963.0,4390783.0,6676.5,2738.0,4478647.0,85837.0,24018947.0,941757.0,112148162.0,1440.0,2146290.0,15788.0,6884009.0,179.0,462448.0,145197408.0,1044822.0,318.0,2008.0,780397.0,4.0,127274.0,189.7,18.0,127868.0,190.6
overview,2021-04-20,United Kingdom,K02000001,2524.0,4393307.0,6680.2,2541.0,4481188.0,109180.0,24144197.0,604049.0,112829138.0,1821.0,2149193.0,18629.0,6920869.0,134.0,462582.0,146043397.0,733679.0,300.0,1927.0,781409.0,33.0,127307.0,189.8,19.0,127887.0,190.6
overview,2021-04-21,United Kingdom,K02000001,2396.0,4395703.0,6684.3,2709.0,4483897.0,101351.0,24245548.0,1254128.0,114133243.0,2640.0,2151833.0,17290.0,6938159.0,173.0,462755.0,147468783.0,1375409.0,276.0,1894.0,775695.0,22.0,127327.0,189.8,24.0,127911.0,190.7
overview,2021-04-22,United Kingdom,K02000001,2729.0,4398431.0,6687.9,2409.0,4486306.0,85975.0,24331523.0,993857.0,115279971.0,2322.0,2154155.0,33946.0,6972105.0,122.0,462877.0,148737754.0,1116100.0,261.0,1792.0,793090.0,18.0,127345.0,189.8,17.0,127928.0,190.7
overview,2021-04-23,United Kingdom,K02000001,2678.0,4401109.0,6690.9,2020.0,4488326.0,85981.0,24417504.0,611728.0,115976898.0,3047.0,2157202.0,25387.0,6997599.0,157.0,463034.0,149549203.0,726143.0,243.0,1750.0,787850.0,40.0,127385.0,189.9,23.0,127951.0,190.7
overview,2021-04-24,United Kingdom,K02000001,2061.0,4403170.0,6693.2,1564.0,4489890.0,78221.0,24495725.0,399096.0,116411494.0,984.0,2158186.0,25346.0,7022945.0,130.0,463164.0,150088350.0,503647.0,240.0,1674.0,787455.0,32.0,127417.0,189.9,8.0,127959.0,190.8
overview,2021-04-25,United Kingdom,K02000001,1712.0,4404882.0,6696.4,2119.0,4492009.0,73089.0,24568814.0,1380290.0,117830637.0,499.0,2158685.0,24330.0,7047515.0,138.0,463302.0,151605651.0,1478208.0,231.0,1627.0,762055.0,11.0,127428.0,190.0,15.0,127974.0,190.8
overview,2021-04-26,United Kingdom,K02000001,2064.0,4406946.0,6700.3,2625.0,4494634.0,82194.0,24650984.0,928974.0,118940384.0,1557.0,2160242.0,24505.0,7072020.0,135.0,463437.0,152823630.0,1037230.0,227.0,1650.0,784948.0,6.0,127434.0,190.0,14.0,127988.0,190.8
overview,2021-04-27,United Kingdom,K02000001,2685.0,4409631.0,6703.5,2178.0,4496812.0,103409.0,24754391.0,607528.0,119627154.0,1659.0,2161901.0,20487.0,7109086.0,169.0,463606.0,153652532.0,733083.0,214.0,1573.0,783333.0,17.0,127451.0,190.0,16.0,128004.0,190.8
overview,2021-04-28,United Kingdom,K02000001,2166.0,4411797.0,6707.3,2498.0,4499310.0,108932.0,24863322.0,1226188.0,120907889.0,1738.0,2165145.0,27264.0,7136350.0,113.0,463719.0,155072706.0,1364122.0,208.0,1516.0,783629.0,29.0,127480.0,190.0,16.0,128020.0,190.8
overview,2021-04-29,United Kingdom,K02000001,2445.0,4414242.0,6710.6,2230.0,4501540.0,89231.0,24962445.0,959796.0,122013210.0,1970.0,2167115.0,25122.0,7160054.0,102.0,463821.0,156302824.0,1076119.0,196.0,1465.0,778182.0,22.0,127502.0,190.1,16.0,128036.0,190.9
overview,2021-04-30,United Kingdom,K02000001,2381.0,4416623.0,6713.3,1825.0,4503365.0,83804.0,25046248.0,564272.0,122658519.0,2082.0,2169197.0,19710.0,7179764.0,114.0,463935.0,157053728.0,669868.0,185.0,1367.0,776814.0,15.0,127517.0,190.1,12.0,128048.0,190.9
overview,2021-05-01,United Kingdom,K02000001,1907.0,4418530.0,6715.4,1431.0,4504796.0,62887.0,25109135.0,405678.0,123098616.0,590.0,2169787.0,17075.0,7196839.0,102.0,464037.0,157574377.0,486230.0,188.0,1288.0,775633.0,7.0,127524.0,190.1,9.0,128057.0,190.9
overview,2021-05-02,United Kingdom,K02000001,1671.0,4420201.0,6717.7,1521.0,4506317.0,66941.0,25176075.0,748059.0,123881903.0,545.0,2170332.0,17918.0,7214960.0,120.0,464157.0,158443270.0,833463.0,196.0,1286.0,775761.0,14.0,127538.0,190.1,14.0,128071.0,190.9
overview,2021-05-03,United Kingdom,K02000001,1649.0,4421850.0,6720.8,2084.0,4508401.0,69602.0,25245677.0,986171.0,125012016.0,296.0,2170628.0,13951.0,7228911.0,123.0,464280.0,159657232.0,1070020.0,187.0,1304.0,783161.0,1.0,127539.0,190.1,10.0,128081.0,190.9
overview,2021-05-04,United Kingdom,K02000001,1946.0,4423796.0,6724.6,2550.0,4510951.0,94868.0,25340545.0,751134.0,125897732.0,1494.0,2172122.0,14366.0,7243277.0,103.0,464383.0,160653676.0,861862.0,181.0,1297.0,779586.0,4.0,127543.0,190.1,10.0,128091.0,190.9
overview,2021-05-05,United Kingdom,K02000001,2144.0,4425940.0,6728.4,2568.0,4513519.0,110765.0,25451310.0,1087576.0,127045210.0,2202.0,2175928.0,17948.0,7261225.0,120.0,464503.0,161933673.0,1218491.0,182.0,1241.0,776013.0,27.0,127570.0,190.2,13.0,128104.0,191.0
overview,2021-05-06,United Kingdom,K02000001,2613.0,4428553.0,6731.9,2325.0,4515844.0,88162.0,25556135.0,963396.0,128141913.0,1675.0,2177603.0,18026.0,7296126.0,120.0,464623.0,163171777.0,1071259.0,163.0,1161.0,772953.0,13.0,127583.0,190.2,11.0,128115.0,191.0
overview,2021-05-07,United Kingdom,K02000001,2490.0,4431043.0,6734.9,1981.0,4517825.0,89166.0,25645301.0,605562.0,128798304.0,2114.0,2179717.0,14779.0,7312643.0,104.0,464727.0,163935965.0,711621.0,159.0,1159.0,772980.0,15.0,127598.0,190.2,12.0,128127.0,191.0
overview,2021-05-08,United Kingdom,K02000001,2047.0,4433090.0,6737.3,1606.0,4519431.0,74415.0,25719716.0,401507.0,129236056.0,1159.0,2180876.0,14624.0,7327267.0,111.0,464838.0,164463915.0,491705.0,151.0,1139.0,777980.0,5.0,127603.0,190.2,9.0,128136.0,191.0
overview,2021-05-09,United Kingdom,K02000001,1770.0,4434860.0,6740.7,2307.0,4521738.0,73216.0,25792932.0,1233565.0,130504693.0,358.0,2181234.0,15557.0,7342824.0,103.0,464941.0,165821683.0,1322696.0,144.0,1120.0,770580.0,2.0,127605.0,190.2,9.0,128145.0,191.0
overview,2021-05-10,United Kingdom,K02000001,2357.0,4437217.0,6744.9,2808.0,4524546.0,84504.0,25877436.0,862080.0,131529945.0,1788.0,2183022.0,8895.0,7351811.0,105.0,465046.0,166942214.0,957267.0,149.0,1131.0,757980.0,4.0,127609.0,190.2,10.0,128155.0,191.0
overview,2021-05-11,United Kingdom,K02000001,2474.0,4439691.0,6748.3,2328.0,4526874.0,106103.0,25983539.0,592503.0,132195808.0,1539.0,2184561.0,13773.0,7385162.0,109.0,465155.0,167749070.0,713918.0,138.0,1108.0,768238.0,20.0,127629.0,190.3,15.0,128170.0,191.1
overview,2021-05-12,United Kingdom,K02000001,2284.0,4441975.0,6751.8,2335.0,4529209.0,101533.0,26085072.0,1065631.0,133308861.0,2735.0,2188530.0,39570.0,7424732.0,122.0,465277.0,169007195.0,1209469.0,136.0,1071.0,773238.0,11.0,127640.0,190.3,11.0,128181.0,191.1
overview,2021-05-13,United Kingdom,K02000001,2657.0,4444631.0,6755.1,2182.0,4531391.0,87577.0,26189138.0,880112.0,131840525.0,1971.0,2190501.0,53869.0,7478601.0,102.0,465379.0,167698765.0,1023529.0,129.0,1004.0,768238.0,11.0,127651.0,190.3,7.0,128188.0,191.1
overview,2021-05-14,United Kingdom,K02000001,2193.0,4446824.0,6758.0,1936.0,4533327.0,84354.0,26273492.0,576478.0,132498576.0,2233.0,2192734.0,45755.0,7524356.0,97.0,465476.0,168489158.0,708820.0,124.0,980.0,748211.0,17.0,127668.0,190.3,6.0,128194.0,191.1
overview,2021-05-15,United Kingdom,K02000001,2027.0,4448851.0,6760.4,1626.0,4534953.0,74921.0,26348413.0,372413.0,132901405.0,503.0,2193237.0,39737.0,7564093.0,91.0,465567.0,169007148.0,487574.0,121.0,970.0,748211.0,7.0,127675.0,190.3,8.0,128202.0,191.1
overview,2021-05-16,United Kingdom,K02000001,1926.0,4450777.0,6763.3,1922.0,4536875.0,69144.0,26417557.0,1004450.0,133943835.0,90.0,2193327.0,37304.0,7601452.0,81.0,465648.0,170156171.0,1110988.0,123.0,945.0,740811.0,4.0,127679.0,190.3,8.0,128210.0,191.1
overview,2021-05-17,United Kingdom,K02000001,1979.0,4452756.0,6767.5,2858.0,4539733.0,81894.0,26525421.0,877052.0,135043353.0,1391.0,2194718.0,33489.0,7634941.0,102.0,465750.0,171398433.0,993826.0,125.0,947.0,768211.0,5.0,127684.0,190.3,8.0,128218.0,191.1
overview,2021-05-18,United Kingdom,K02000001,2412.0,4450392.0,6771.7,2812.0,4542545.0,105360.0,26630780.0,615392.0,135731471.0,1701.0,2196419.0,29222.0,7698195.0,128.0,465878.0,172256865.0,751675.0,124.0,902.0,768211.0,7.0,127691.0,190.4,6.0,128224.0,191.1
overview,2021-05-19,United Kingdom,K02000001,2696.0,4452527.0,6775.9,2812.0,4545357.0,106365.0,26737134.0,1057313.0,136838828.0,1991.0,2199802.0,28573.0,7726768.0,128.0,466006.0,173502532.0,1194242.0,122.0,921.0,768211.0,3.0,127694.0,190.4,5.0,128229.0,191.2
overview,2021-05-20,United Kingdom,K02000001,2874.0,4455221.0,6779.7,2517.0,4547874.0,85774.0,26848665.0,883134.0,137853007.0,2089.0,2201891.0,25531.0,7752299.0,132.0,466138.0,174655862.0,996528.0,123.0,915.0,768211.0,7.0,127701.0,190.4,6.0,128235.0,191.2
overview,2021-05-21,United Kingdom,K02000001,2829.0,4457923.0,6783.2,2365.0,4550239.0,82626.0,26931290.0,616580.0,138542021.0,2380.0,2204271.0,22871.0,7775170.0,125.0,466263.0,175452752.0,724457.0,124.0,925.0,768210.0,9.0,127710.0,190.4,10.0,128245.0,191.2
overview,2021-05-22,United Kingdom,K02000001,2694.0,4460446.0,6786.2,2000.0,4552239.0,77062.0,27008352.0,407315.0,138983268.0,417.0,2204688.0,18875.0,7794045.0,119.0,466382.0,175990353.0,503669.0,123.0,890.0,768211.0,6.0,127716.0,190.4,5.0,128250.0,191.2
overview,2021-05-23,United Kingdom,K02000001,2235.0,4462538.0,6789.6,2326.0,4554565.0,68889.0,27077240.0,1083944.0,140104146.0,209.0,2204897.0,17803.0,7812122.0,116.0,466498.0,177198405.0,1170845.0,120.0,927.0,760811.0,5.0,127721.0,190.4,9.0,128259.0,191.2
overview,2021-05-24,United Kingdom,K02000001,2439.0,4464900.0,6794.6,3368.0,4557933.0,89434.0,27166674.0,843406.0,141097747.0,1756.0,2206653.0,23862.0,7835984.0,139.0,466637.0,178307058.0,958458.0,121.0,963.0,768211.0,3.0,127724.0,190.4,9.0,128268.0,191.2
overview,2021-05-25,United Kingdom,K02000001,2493.0,4467310.0,6799.8,3427.0,4561360.0,107642.0,27274315.0,619847.0,141789562.0,1856.0,2208509.0,18593.0,7892810.0,133.0,466770.0,179165196.0,747938.0,128.0,924.0,768211.0,15.0,127739.0,190.4,7.0,128275.0,191.2
overview,2021-05-26,United Kingdom,K02000001,3180.0,4470297.0,6805.6,3921.0,4565281.0,104066.0,27378380.0,1003755.0,142847084.0,1862.0,2211490.0,28724.0,7921534.0,132.0,466902.0,180358488.0,1138407.0,125.0,898.0,774916.0,9.0,127748.0,190.4,13.0,128288.0,191.2
overview,2021-05-27,United Kingdom,K02000001,3542.0,4473677.0,6811.2,3747.0,4569028.0,84897.0,27484862.0,850456.0,143809385.0,1989.0,2213479.0,25974.0,7945493.0,127.0,467029.0,181453219.0,963316.0,120.0,875.0,775828.0,10.0,127758.0,190.5,9.0,128297.0,191.3
overview,2021-05-28,United Kingdom,K02000001,4182.0,4477705.0,6816.5,3589.0,4572617.0,79188.0,27564050.0,574749.0,144447693.0,2105.0,2215584.0,26596.0,7972089.0,139.0,467168.0,182199416.0,682638.0,124.0,889.0,777459.0,10.0,127768.0,190.5,8.0,128305.0,191.3
overview,2021-05-29,United Kingdom,K02000001,3398.0,4480945.0,6821.0,2999.0,4575616.0,61074.0,27625124.0,404058.0,144882687.0,524.0,2216108.0,23142.0,7995231.0,105.0,467273.0,182719150.0,488798.0,119.0,890.0,777456.0,7.0,127775.0,190.5,9.0,128314.0,191.3
overview,2021-05-30,United Kingdom,K02000001,3240.0,4484056.0,6825.7,3164.0,4578780.0,65988.0,27691112.0,538188.0,145446766.0,260.0,2216368.0,21710.0,8017036.0,112.0,467385.0,183371282.0,626146.0,124.0,910.0,770480.0,6.0,127781.0,190.5,9.0,128323.0,191.3
overview,2021-05-31,United Kingdom,K02000001,3383.0,4487339.0,6831.5,3897.0,4582677.0,63547.0,27754659.0,521852.0,146049107.0,217.0,2216585.0,16620.0,8033656.0,124.0,467509.0,184054007.0,602236.0,122.0,932.0,776483.0,1.0,127782.0,190.5,8.0,128331.0,191.3
overview,2021-06-01,United Kingdom,K02000001,3165.0,4490438.0,6839.6,5431.0,4588108.0,94458.0,27849117.0,559030.0,146677514.0,1402.0,2217987.0,12555.0,8082596.0,157.0,467666.0,184827214.0,667445.0,136.0,933.0,695839.0,0.0,127782.0,190.5,4.0,128335.0,191.3
overview,2021-06-02,United Kingdom,K02000001,4330.0,4494699.0,6848.8,6168.0,4594276.0,98077.0,27947193.0,738820.0,147465062.0,1856.0,2220572.0,19657.0,8102253.0,131.0,467797.0,185735080.0,858410.0,129.0,964.0,700038.0,12.0,127794.0,190.5,13.0,128348.0,191.3
overview,2021-06-03,United Kingdom,K02000001,5274.0,4499878.0,6858.2,6256.0,4600532.0,82389.0,28049880.0,702458.0,148244881.0,2201.0,2222773.0,23430.0,8125683.0,128.0,467925.0,186643217.0,810478.0,134.0,941.0,701159.0,18.0,127812.0,190.5,12.0,128360.0,191.4
overview,2021-06-04,United Kingdom,K02000001,6238.0,4506018.0,6866.9,5859.0,4606391.0,80109.0,28129988.0,570381.0,148868636.0,2386.0,2225159.0,21221.0,8146904.0,126.0,468051.0,187370687.0,674097.0,130.0,968.0,701018.0,11.0,127823.0,190.5,13.0,128373.0,191.4
overview,2021-06-05,United Kingdom,K02000001,5765.0,4511669.0,6873.9,4731.0,4611122.0,71820.0,28201808.0,396844.0,149298005.0,595.0,2225754.0,20178.0,8167086.0,128.0,468179.0,187892653.0,489437.0,135.0,941.0,699734.0,13.0,127836.0,190.6,7.0,128380.0,191.4
overview,2021-06-06,United Kingdom,K02000001,5341.0,4516892.0,6882.2,5533.0,4616655.0,72075.0,28273883.0,1153179.0,150486797.0,357.0,2226111.0,16814.0,8184367.0,156.0,468335.0,189171158.0,1242425.0,145.0,967.0,691460.0,4.0,127840.0,190.6,8.0,128388.0,191.4
overview,2021-06-07,United Kingdom,K02000001,5683.0,4522476.0,6894.0,7945.0,4624600.0,80408.0,28354291.0,834996.0,151448795.0,1706.0,2227817.0,13655.0,8198022.0,177.0,468512.0,190228925.0,930765.0,148.0,1038.0,714178.0,1.0,127841.0,190.6,6.0,128394.0,191.4
overview,2021-06-08,United Kingdom,K02000001,6048.0,4528442.0,6905.8,7896.0,4632496.0,107575.0,28461865.0,608077.0,152122594.0,1729.0,2229546.0,13852.0,8230604.0,189.0,468701.0,191044609.0,731233.0,154.0,1060.0,694166.0,13.0,127854.0,190.6,10.0,128404.0,191.4
overview,2021-06-09,United Kingdom,K02000001,7540.0,4535754.0,6918.0,8209.0,4640705.0,102760.0,28564625.0,961619.0,153127621.0,1785.0,2231742.0,22551.0,8253155.0,191.0,468892.0,192177143.0,1088715.0,159.0,1067.0,695888.0,6.0,127860.0,190.6,9.0,128413.0,191.4
overview,2021-06-10,United Kingdom,K02000001,7393.0,4542986.0,6930.0,8042.0,4648747.0,87616.0,28687153.0,841323.0,154072394.0,1725.0,2233467.0,17852.0,8271007.0,201.0,469093.0,193264021.0,948516.0,158.0,1098.0,695859.0,7.0,127867.0,190.6,11.0,128424.0,191.4
overview,2021-06-11,United Kingdom,K02000001,8125.0,4550944.0,6941.4,7619.0,4656366.0,85249.0,28772401.0,641575.0,154791014.0,1562.0,2235029.0,10956.0,8281963.0,180.0,469273.0,194080407.0,739342.0,161.0,1080.0,695862.0,17.0,127884.0,190.6,6.0,128430.0,191.5
overview,2021-06-12,United Kingdom,K02000001,7738.0,4558494.0,6950.8,6284.0,4662650.0,70252.0,28842653.0,446362.0,155272155.0,273.0,2235302.0,17195.0,8299158.0,178.0,469451.0,194649268.0,534082.0,169.0,1109.0,705862.0,12.0,127896.0,190.7,14.0,128444.0,191.5
overview,2021-06-13,United Kingdom,K02000001,7490.0,4565813.0,6961.4,7134.0,4669784.0,68211.0,28910864.0,971037.0,156275376.0,435.0,2235737.0,12974.0,8312677.0,223.0,469674.0,195734654.0,1052657.0,188.0,1144.0,701862.0,8.0,127904.0,190.7,10.0,128454.0,191.5
overview,2021-06-14,United Kingdom,K02000001,7742.0,4573419.0,6976.8,10362.0,4680146.0,79687.0,28990551.0,842792.0,157251682.0,792.0,2236529.0,8141.0,8320818.0,227.0,469901.0,196799580.0,931412.0,188.0,1185.0,701862.0,3.0,127907.0,190.7,10.0,128464.0,191.5
overview,2021-06-15,United Kingdom,K02000001,7673.0,4581006.0,6992.9,10795.0,4690941.0,112942.0,29103493.0,654065.0,157975270.0,1707.0,2238236.0,10977.0,8368876.0,230.0,470131.0,197685875.0,779691.0,206.0,1236.0,701531.0,10.0,127917.0,190.7,21.0,128485.0,191.5
overview,2021-06-16,United Kingdom,K02000001,9055.0,4589814.0,7009.4,11051.0,4701992.0,105760.0,29209253.0,982750.0,159009075.0,1660.0,2241307.0,15566.0,8384442.0,229.0,470360.0,198844077.0,1105736.0,208.0,1261.0,701531.0,9.0,127926.0,190.7,13.0,128498.0,191.6
overview,2021-06-17,United Kingdom,K02000001,11007.0,4600623.0,7026.0,11106.0,4713098.0,95030.0,29333596.0,928122.0,160050490.0,1812.0,2243119.0,13197.0,8397639.0,245.0,470605.0,200024844.0,1038161.0,210.0,1326.0,701531.0,19.0,127945.0,190.7,6.0,128504.0,191.6
overview,2021-06-18,United Kingdom,K02000001,10476.0,4610893.0,7041.3,10320.0,4723418.0,87485.0,29421080.0,685969.0,160799730.0,1815.0,2244934.0,19332.0,8416971.0,239.0,470844.0,200882715.0,794601.0,223.0,1368.0,701473.0,11.0,127956.0,190.7,12.0,128516.0,191.6
overview,2021-06-19,United Kingdom,K02000001,10321.0,4620968.0,7053.9,8445.0,4731863.0,72135.0,29493215.0,500554.0,161330059.0,277.0,2245211.0,19182.0,8436153.0,211.0,471055.0,201504638.0,592148.0,215.0,1353.0,701473.0,14.0,127970.0,190.8,23.0,128539.0,191.6
overview,2021-06-20,United Kingdom,K02000001,9284.0,4630040.0,7069.0,10087.0,4741950.0,70139.0,29563354.0,1063265.0,162428138.0,88.0,2245299.0,15878.0,8452325.0,207.0,471262.0,202689116.0,1149370.0,210.0,1388.0,701473.0,6.0,127976.0,190.8,25.0,128564.0,191.7
overview,2021-06-21,United Kingdom,K02000001,10633.0,4640507.0,7093.3,16307.0,4758257.0,88888.0,29652242.0,922925.0,163486908.0,1125.0,2246424.0,8117.0,8460442.0,233.0,471495.0,203846016.0,1021055.0,228.0,1522.0,696473.0,5.0,127981.0,190.8,16.0,128580.0,191.7
overview,2021-06-22,United Kingdom,K02000001,11625.0,4651988.0,7119.2,17403.0,4775660.0,112019.0,29764260.0,700176.0,164255143.0,1426.0,2247850.0,10093.0,8491204.0,242.0,471737.0,204758457.0,823714.0,250.0,1546.0,696473.0,27.0,128008.0,190.8,13.0,128593.0,191.7
overview,2021-06-23,United Kingdom,K02000001,16135.0,4667870.0,7146.6,18350.0,4794010.0,103892.0,29868152.0,1042262.0,165347512.0,1234.0,2250375.0,6423.0,8497627.0,275.0,472012.0,205963666.0,1153811.0,246.0,1500.0,696473.0,19.0,128027.0,190.9,8.0,128601.0,191.7
overview,2021-06-24,United Kingdom,K02000001,16703.0,4684572.0,7174.5,18711.0,4812721.0,91495.0,29976593.0,961330.0,166422640.0,1429.0,2251804.0,15500.0,8513127.0,255.0,472267.0,207164164.0,1069754.0,259.0,1521.0,706473.0,21.0,128048.0,190.9,23.0,128624.0,191.7
