areatype,date,name,code,newCasesByPublishDate,cumCasesByPublishDate,cumCasesBySpecimenDateRate,newCasesBySpecimenDate,cumCasesBySpecimenDate,newPillarOneTestsByPublishDate,cumPillarOneTestsByPublishDate,newPillarTwoTestsByPublishDate,cumPillarTwoTestsByPublishDate,newPillarThreeTestsByPublishDate,cumPillarThreeTestsByPublishDate,newAdmissions,cumAdmissions,cumAdmissionsByAge,cumTestsByPublishDate,newTestsByPublishDate,covidOccupiedMVBeds,hospitalCases,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate
nation,2021-07-17,England,E92000001,50955.0,4691172.0,8455.7,34638.0,4781709.0,52769.0,26215141.0,672734.0,179826424.0,401.0,2276225.0,622.0,413977.0,"[{'age': '18_to_64', 'rate': 444.2, 'value': 151003}, {'age': '6_to_17', 'rate': 40.2, 'value': 3280}, {'age': '0_to_5', 'rate': 85.2, 'value': 3347}, {'age': '85+', 'rate': 6009.9, 'value': 84524}, {'age': '65_to_84', 'rate': 1844.2, 'value': 167040}]",208317790.0,725904.0,514.0,3442.0,35.0,113139.0,200.1,44.0,113309.0,200.4
nation,2021-07-18,England,E92000001,44777.0,4735387.0,8513.2,32495.0,4814204.0,51378.0,26266519.0,914994.0,180787956.0,85.0,2276310.0,698.0,414675.0,"[{'age': '18_to_64', 'rate': 445.5, 'value': 151445}, {'age': '6_to_17', 'rate': 40.3, 'value': 3294}, {'age': '0_to_5', 'rate': 85.8, 'value': 3370}, {'age': '85+', 'rate': 6015.1, 'value': 84597}, {'age': '65_to_84', 'rate': 1845.8, 'value': 167186}]",209330785.0,966457.0,512.0,3546.0,21.0,113160.0,200.1,57.0,113366.0,200.5
nation,2021-07-19,England,E92000001,34657.0,4769632.0,8588.2,42439.0,4856643.0,67301.0,26362034.0,959120.0,181884560.0,1007.0,2277317.0,752.0,415427.0,"[{'age': '18_to_64', 'rate': 446.9, 'value': 151901}, {'age': '6_to_17', 'rate': 40.6, 'value': 3317}, {'age': '0_to_5', 'rate': 86.5, 'value': 3399}, {'age': '85+', 'rate': 6018.6, 'value': 84646}, {'age': '65_to_84', 'rate': 1848.0, 'value': 167381}]",210523911.0,1027428.0,543.0,3813.0,15.0,113175.0,200.1,70.0,113436.0,200.6
nation,2021-07-20,England,E92000001,43261.0,4812460.0,8650.3,35124.0,4891767.0,77491.0,26439525.0,739757.0,182683964.0,1167.0,2278484.0,805.0,416232.0,"[{'age': '18_to_64', 'rate': 448.3, 'value': 152405}, {'age': '6_to_17', 'rate': 41.0, 'value': 3348}, {'age': '0_to_5', 'rate': 87.2, 'value': 3424}, {'age': '85+', 'rate': 6022.4, 'value': 84700}, {'age': '65_to_84', 'rate': 1850.1, 'value': 167572}]",211401973.0,818415.0,544.0,3894.0,82.0,113257.0,200.3,49.0,113485.0,200.7
nation,2021-07-21,England,E92000001,39504.0,4851264.0,8705.2,31049.0,4922816.0,79404.0,26518929.0,883385.0,183613711.0,1334.0,2280188.0,783.0,417015.0,"[{'age': '18_to_64', 'rate': 449.7, 'value': 152864}, {'age': '6_to_17', 'rate': 41.3, 'value': 3376}, {'age': '0_to_5', 'rate': 87.8, 'value': 3449}, {'age': '85+', 'rate': 6028.2, 'value': 84781}, {'age': '65_to_84', 'rate': 1852.2, 'value': 167762}]",212412828.0,964123.0,567.0,4063.0,63.0,113320.0,200.4,44.0,113529.0,200.8
nation,2021-07-22,England,E92000001,35939.0,4886612.0,8753.3,27166.0,4949982.0,75833.0,26646943.0,872197.0,184554069.0,1283.0,2281471.0,827.0,417842.0,"[{'age': '18_to_64', 'rate': 451.2, 'value': 153391}, {'age': '6_to_17', 'rate': 41.8, 'value': 3410}, {'age': '0_to_5', 'rate': 88.4, 'value': 3472}, {'age': '85+', 'rate': 6032.2, 'value': 84838}, {'age': '65_to_84', 'rate': 1854.2, 'value': 167946}]",213482483.0,949313.0,612.0,4230.0,58.0,113378.0,200.5,64.0,113593.0,200.9
nation,2021-07-23,England,E92000001,32792.0,4918669.0,8795.7,24011.0,4973993.0,69832.0,26716775.0,789558.0,185395755.0,1038.0,2282509.0,725.0,418567.0,"[{'age': '18_to_64', 'rate': 452.6, 'value': 153850}, {'age': '6_to_17', 'rate': 42.1, 'value': 3438}, {'age': '0_to_5', 'rate': 88.8, 'value': 3487}, {'age': '85+', 'rate': 6037.7, 'value': 84915}, {'age': '65_to_84', 'rate': 1855.8, 'value': 168092}]",214395039.0,860428.0,625.0,4401.0,56.0,113434.0,200.6,70.0,113663.0,201.0
nation,2021-07-24,England,E92000001,28968.0,4947127.0,8830.8,19846.0,4993839.0,63467.0,26780242.0,628757.0,186063152.0,619.0,2283128.0,734.0,419301.0,"[{'age': '18_to_64', 'rate': 454.0, 'value': 154313}, {'age': '6_to_17', 'rate': 42.4, 'value': 3465}, {'age': '0_to_5', 'rate': 89.2, 'value': 3505}, {'age': '85+', 'rate': 6042.1, 'value': 84976}, {'age': '65_to_84', 'rate': 1857.6, 'value': 168257}]",215126522.0,692843.0,659.0,4476.0,74.0,113508.0,200.7,64.0,113727.0,201.1
nation,2021-07-25,England,E92000001,25434.0,4972040.0,8864.8,19235.0,5013074.0,54489.0,26834731.0,676278.0,186776061.0,53.0,2283181.0,836.0,420137.0,"[{'age': '18_to_64', 'rate': 455.5, 'value': 154828}, {'age': '6_to_17', 'rate': 42.8, 'value': 3491}, {'age': '0_to_5', 'rate': 90.1, 'value': 3538}, {'age': '85+', 'rate': 6046.9, 'value': 85044}, {'age': '65_to_84', 'rate': 1859.8, 'value': 168451}]",215893973.0,730820.0,675.0,4725.0,26.0,113534.0,200.8,63.0,113790.0,201.2
nation,2021-07-26,England,E92000001,22181.0,4993657.0,8910.7,25926.0,5039000.0,70692.0,26909665.0,686298.0,187527838.0,764.0,2283945.0,830.0,420967.0,"[{'age': '18_to_64', 'rate': 456.9, 'value': 155318}, {'age': '6_to_17', 'rate': 43.1, 'value': 3520}, {'age': '0_to_5', 'rate': 90.8, 'value': 3566}, {'age': '85+', 'rate': 6052.9, 'value': 85128}, {'age': '65_to_84', 'rate': 1861.9, 'value': 168642}]",216721448.0,757754.0,712.0,5055.0,12.0,113546.0,200.8,65.0,113855.0,201.3
nation,2021-07-27,England,E92000001,20290.0,5013664.0,8955.7,25437.0,5064437.0,82240.0,26991905.0,650023.0,188231074.0,1710.0,2285655.0,816.0,421783.0,"[{'age': '18_to_64', 'rate': 458.4, 'value': 155831}, {'age': '6_to_17', 'rate': 43.3, 'value': 3538}, {'age': '0_to_5', 'rate': 91.5, 'value': 3595}, {'age': '85+', 'rate': 6057.4, 'value': 85192}, {'age': '65_to_84', 'rate': 1864.0, 'value': 168834}]",217508634.0,733973.0,738.0,5163.0,121.0,113667.0,201.0,59.0,113914.0,201.4
nation,2021-07-28,England,E92000001,24367.0,5037630.0,9002.2,26346.0,5090783.0,76237.0,27068142.0,752669.0,189025008.0,1018.0,2287911.0,728.0,422511.0,"[{'age': '18_to_64', 'rate': 459.8, 'value': 156291}, {'age': '6_to_17', 'rate': 43.6, 'value': 3557}, {'age': '0_to_5', 'rate': 91.9, 'value': 3610}, {'age': '85+', 'rate': 6060.9, 'value': 85241}, {'age': '65_to_84', 'rate': 1866.0, 'value': 169018}]",218381061.0,829924.0,748.0,5182.0,73.0,113740.0,201.1,71.0,113985.0,201.6
nation,2021-07-29,England,E92000001,27524.0,5064671.0,9046.1,24793.0,5115576.0,68586.0,27163840.0,721215.0,189797337.0,1453.0,2289364.0,758.0,423269.0,"[{'age': '18_to_64', 'rate': 461.1, 'value': 156754}, {'age': '6_to_17', 'rate': 43.9, 'value': 3581}, {'age': '0_to_5', 'rate': 92.4, 'value': 3632}, {'age': '85+', 'rate': 6065.2, 'value': 85302}, {'age': '65_to_84', 'rate': 1868.1, 'value': 169206}]",219250541.0,791254.0,765.0,5056.0,67.0,113807.0,201.2,66.0,114051.0,201.7
nation,2021-07-30,England,E92000001,26241.0,5090505.0,9084.3,21586.0,5137162.0,68713.0,27232553.0,704280.0,190545614.0,986.0,2290350.0,650.0,423919.0,"[{'age': '18_to_64', 'rate': 462.3, 'value': 157157}, {'age': '6_to_17', 'rate': 44.1, 'value': 3597}, {'age': '0_to_5', 'rate': 92.9, 'value': 3649}, {'age': '85+', 'rate': 6068.6, 'value': 85350}, {'age': '65_to_84', 'rate': 1869.9, 'value': 169371}]",220068517.0,773979.0,785.0,5111.0,55.0,113862.0,201.3,93.0,114144.0,201.8
nation,2021-07-31,England,E92000001,23949.0,5114064.0,9116.1,18006.0,5155168.0,65336.0,27297889.0,566687.0,191144642.0,175.0,2290525.0,593.0,424512.0,"[{'age': '18_to_64', 'rate': 463.3, 'value': 157498}, {'age': '6_to_17', 'rate': 44.3, 'value': 3613}, {'age': '0_to_5', 'rate': 93.4, 'value': 3669}, {'age': '85+', 'rate': 6073.0, 'value': 85411}, {'age': '65_to_84', 'rate': 1871.6, 'value': 169526}]",220733056.0,632198.0,789.0,5057.0,54.0,113916.0,201.4,76.0,114220.0,202.0
nation,2021-08-01,England,E92000001,21645.0,5135378.0,9148.3,18220.0,5173388.0,56605.0,27354494.0,554767.0,191730438.0,47.0,2290572.0,645.0,425157.0,"[{'age': '18_to_64', 'rate': 464.4, 'value': 157865}, {'age': '6_to_17', 'rate': 44.5, 'value': 3635}, {'age': '0_to_5', 'rate': 94.1, 'value': 3696}, {'age': '85+', 'rate': 6077.0, 'value': 85468}, {'age': '65_to_84', 'rate': 1873.5, 'value': 169695}]",221375504.0,611419.0,769.0,5090.0,52.0,113968.0,201.5,73.0,114293.0,202.1
nation,2021-08-02,England,E92000001,19175.0,5154292.0,9194.3,25979.0,5199367.0,68352.0,27422846.0,611220.0,192399744.0,1136.0,2291708.0,686.0,425843.0,"[{'age': '18_to_64', 'rate': 465.6, 'value': 158274}, {'age': '6_to_17', 'rate': 44.7, 'value': 3650}, {'age': '0_to_5', 'rate': 94.5, 'value': 3713}, {'age': '85+', 'rate': 6081.0, 'value': 85524}, {'age': '65_to_84', 'rate': 1875.6, 'value': 169884}]",222114298.0,680708.0,791.0,5309.0,17.0,113985.0,201.6,66.0,114359.0,202.2
nation,2021-08-03,England,E92000001,19012.0,5173082.0,9241.0,26414.0,5225781.0,80158.0,27531318.0,579689.0,193023794.0,1010.0,2292718.0,680.0,426523.0,"[{'age': '18_to_64', 'rate': 466.8, 'value': 158668}, {'age': '6_to_17', 'rate': 44.9, 'value': 3664}, {'age': '0_to_5', 'rate': 95.1, 'value': 3735}, {'age': '85+', 'rate': 6085.6, 'value': 85588}, {'age': '65_to_84', 'rate': 1877.6, 'value': 170070}]",222847830.0,660857.0,780.0,5116.0,123.0,114108.0,201.8,66.0,114425.0,202.3
nation,2021-08-04,England,E92000001,26393.0,5199102.0,9290.9,28244.0,5254025.0,81955.0,27613273.0,686133.0,193745943.0,1720.0,2296012.0,747.0,427270.0,"[{'age': '18_to_64', 'rate': 468.0, 'value': 159087}, {'age': '6_to_17', 'rate': 45.1, 'value': 3686}, {'age': '0_to_5', 'rate': 95.7, 'value': 3759}, {'age': '85+', 'rate': 6091.2, 'value': 85667}, {'age': '65_to_84', 'rate': 1879.9, 'value': 170271}]",223655228.0,769808.0,772.0,4944.0,101.0,114209.0,202.0,70.0,114495.0,202.5
nation,2021-08-05,England,E92000001,26512.0,5225224.0,9339.6,27512.0,5281537.0,68848.0,27693632.0,685289.0,194476819.0,1362.0,2297374.0,693.0,427963.0,"[{'age': '18_to_64', 'rate': 469.2, 'value': 159504}, {'age': '6_to_17', 'rate': 45.4, 'value': 3705}, {'age': '0_to_5', 'rate': 96.3, 'value': 3783}, {'age': '85+', 'rate': 6094.5, 'value': 85714}, {'age': '65_to_84', 'rate': 1881.9, 'value': 170457}]",224467825.0,755499.0,770.0,4894.0,69.0,114278.0,202.1,89.0,114584.0,202.6
nation,2021-08-06,England,E92000001,28321.0,5253181.0,9382.5,24299.0,5305836.0,68076.0,27761708.0,655783.0,195176167.0,1588.0,2298962.0,657.0,428620.0,"[{'age': '18_to_64', 'rate': 470.3, 'value': 159875}, {'age': '6_to_17', 'rate': 45.6, 'value': 3721}, {'age': '0_to_5', 'rate': 96.8, 'value': 3804}, {'age': '85+', 'rate': 6097.8, 'value': 85760}, {'age': '65_to_84', 'rate': 1884.2, 'value': 170660}]",225236837.0,725447.0,765.0,4879.0,81.0,114359.0,202.2,79.0,114663.0,202.8
nation,2021-08-07,England,E92000001,25877.0,5278675.0,9417.0,19507.0,5325343.0,59473.0,27821181.0,555224.0,195760531.0,551.0,2299513.0,630.0,429250.0,"[{'age': '18_to_64', 'rate': 471.4, 'value': 160227}, {'age': '6_to_17', 'rate': 45.8, 'value': 3741}, {'age': '0_to_5', 'rate': 97.2, 'value': 3817}, {'age': '85+', 'rate': 6102.5, 'value': 85826}, {'age': '65_to_84', 'rate': 1886.1, 'value': 170839}]",225881225.0,615248.0,760.0,4817.0,88.0,114447.0,202.4,85.0,114748.0,202.9
nation,2021-08-08,England,E92000001,24196.0,5302555.0,9451.9,19710.0,5345053.0,54442.0,27875623.0,571369.0,196360822.0,63.0,2299576.0,651.0,429901.0,"[{'age': '18_to_64', 'rate': 472.5, 'value': 160600}, {'age': '6_to_17', 'rate': 46.1, 'value': 3764}, {'age': '0_to_5', 'rate': 97.6, 'value': 3835}, {'age': '85+', 'rate': 6107.7, 'value': 85900}, {'age': '65_to_84', 'rate': 1887.9, 'value': 171002}]",226536021.0,625874.0,765.0,4939.0,35.0,114482.0,202.4,65.0,114813.0,203.0
nation,2021-08-09,England,E92000001,21915.0,5324191.0,9500.7,27630.0,5372683.0,69374.0,27944997.0,610007.0,197022375.0,981.0,2300557.0,665.0,430566.0,"[{'age': '18_to_64', 'rate': 473.5, 'value': 160950}, {'age': '6_to_17', 'rate': 46.3, 'value': 3784}, {'age': '0_to_5', 'rate': 98.2, 'value': 3858}, {'age': '85+', 'rate': 6112.8, 'value': 85971}, {'age': '65_to_84', 'rate': 1890.2, 'value': 171203}]",227267929.0,680362.0,762.0,5098.0,26.0,114508.0,202.5,68.0,114881.0,203.1
nation,2021-08-10,England,E92000001,20630.0,5344609.0,9548.5,26993.0,5399676.0,79419.0,28024416.0,598607.0,197660952.0,1336.0,2301893.0,760.0,431326.0,"[{'age': '18_to_64', 'rate': 474.8, 'value': 161388}, {'age': '6_to_17', 'rate': 46.6, 'value': 3803}, {'age': '0_to_5', 'rate': 98.6, 'value': 3874}, {'age': '85+', 'rate': 6117.8, 'value': 86042}, {'age': '65_to_84', 'rate': 1892.5, 'value': 171419}]",227987261.0,679362.0,782.0,5096.0,132.0,114640.0,202.7,69.0,114950.0,203.3
nation,2021-08-11,England,E92000001,26647.0,5370904.0,9598.9,28493.0,5428169.0,76346.0,28100762.0,681380.0,198377075.0,1338.0,2303402.0,747.0,432073.0,"[{'age': '18_to_64', 'rate': 475.9, 'value': 161786}, {'age': '6_to_17', 'rate': 46.7, 'value': 3814}, {'age': '0_to_5', 'rate': 99.2, 'value': 3897}, {'age': '85+', 'rate': 6122.9, 'value': 86113}, {'age': '65_to_84', 'rate': 1895.2, 'value': 171663}]",228781239.0,759064.0,777.0,5073.0,91.0,114731.0,202.9,80.0,115030.0,203.4
nation,2021-08-12,England,E92000001,28093.0,5398629.0,9646.7,27075.0,5455244.0,67163.0,28199487.0,675509.0,199094656.0,1312.0,2304714.0,758.0,432831.0,"[{'age': '18_to_64', 'rate': 477.2, 'value': 162212}, {'age': '6_to_17', 'rate': 47.0, 'value': 3838}, {'age': '0_to_5', 'rate': 99.7, 'value': 3918}, {'age': '85+', 'rate': 6127.9, 'value': 86184}, {'age': '65_to_84', 'rate': 1897.6, 'value': 171879}]",229598857.0,743984.0,783.0,5029.0,81.0,114812.0,203.0,91.0,115121.0,203.6
nation,2021-08-13,England,E92000001,28679.0,5426971.0,9690.0,24465.0,5479709.0,67696.0,28267183.0,683472.0,199826496.0,1051.0,2305765.0,694.0,433525.0,"[{'age': '18_to_64', 'rate': 478.2, 'value': 162560}, {'age': '6_to_17', 'rate': 47.3, 'value': 3862}, {'age': '0_to_5', 'rate': 100.1, 'value': 3933}, {'age': '85+', 'rate': 6133.4, 'value': 86261}, {'age': '65_to_84', 'rate': 1900.2, 'value': 172109}]",230399444.0,752219.0,793.0,5076.0,86.0,114898.0,203.2,87.0,115208.0,203.7
nation,2021-08-14,England,E92000001,26700.0,5453294.0,9727.0,20921.0,5500630.0,60377.0,28327560.0,545588.0,200372084.0,381.0,2306146.0,689.0,434214.0,"[{'age': '18_to_64', 'rate': 479.3, 'value': 162923}, {'age': '6_to_17', 'rate': 47.5, 'value': 3876}, {'age': '0_to_5', 'rate': 100.7, 'value': 3955}, {'age': '85+', 'rate': 6138.8, 'value': 86337}, {'age': '65_to_84', 'rate': 1902.5, 'value': 172323}]",231005790.0,606346.0,797.0,4973.0,83.0,114981.0,203.3,79.0,115287.0,203.9
nation,2021-08-15,England,E92000001,22859.0,5475833.0,9763.8,20839.0,5521469.0,54283.0,28381843.0,549512.0,200921596.0,30.0,2306176.0,719.0,434933.0,"[{'age': '18_to_64', 'rate': 480.3, 'value': 163273}, {'age': '6_to_17', 'rate': 47.8, 'value': 3899}, {'age': '0_to_5', 'rate': 101.2, 'value': 3976}, {'age': '85+', 'rate': 6145.5, 'value': 86431}, {'age': '65_to_84', 'rate': 1905.1, 'value': 172554}]",231609615.0,603825.0,800.0,5115.0,54.0,115035.0,203.4,72.0,115359.0,204.0
nation,2021-08-16,England,E92000001,23171.0,5498742.0,9817.2,30156.0,5551625.0,71310.0,28453153.0,576938.0,201546895.0,905.0,2307081.0,776.0,435709.0,"[{'age': '18_to_64', 'rate': 481.4, 'value': 163642}, {'age': '6_to_17', 'rate': 48.0, 'value': 3919}, {'age': '0_to_5', 'rate': 101.7, 'value': 3994}, {'age': '85+', 'rate': 6152.1, 'value': 86524}, {'age': '65_to_84', 'rate': 1908.1, 'value': 172830}]",232307129.0,649153.0,816.0,5429.0,20.0,115055.0,203.5,72.0,115431.0,204.1
nation,2021-08-17,England,E92000001,22712.0,5521231.0,9870.8,30335.0,5581960.0,82337.0,28535490.0,573473.0,202158569.0,1300.0,2308381.0,832.0,436541.0,"[{'age': '18_to_64', 'rate': 482.7, 'value': 164075}, {'age': '6_to_17', 'rate': 48.2, 'value': 3939}, {'age': '0_to_5', 'rate': 102.2, 'value': 4016}, {'age': '85+', 'rate': 6158.5, 'value': 86614}, {'age': '65_to_84', 'rate': 1911.1, 'value': 173097}]",233002440.0,657110.0,825.0,5437.0,154.0,115209.0,203.7,96.0,115527.0,204.3
nation,2021-08-18,England,E92000001,28648.0,5549621.0,9925.1,30697.0,5612657.0,78479.0,28633721.0,640001.0,202832647.0,1113.0,2310500.0,795.0,437336.0,"[{'age': '18_to_64', 'rate': 483.9, 'value': 164481}, {'age': '6_to_17', 'rate': 48.4, 'value': 3955}, {'age': '0_to_5', 'rate': 102.8, 'value': 4040}, {'age': '85+', 'rate': 6164.6, 'value': 86699}, {'age': '65_to_84', 'rate': 1914.0, 'value': 173361}]",233776868.0,719593.0,812.0,5514.0,86.0,115295.0,203.9,78.0,115605.0,204.4
nation,2021-08-19,England,E92000001,29762.0,5579087.0,9975.3,28399.0,5641056.0,62666.0,28719864.0,673730.0,203547734.0,1179.0,2311679.0,824.0,438160.0,"[{'age': '18_to_64', 'rate': 485.2, 'value': 164922}, {'age': '6_to_17', 'rate': 48.8, 'value': 3986}, {'age': '0_to_5', 'rate': 103.5, 'value': 4066}, {'age': '85+', 'rate': 6169.8, 'value': 86773}, {'age': '65_to_84', 'rate': 1916.8, 'value': 173613}]",234579277.0,737575.0,835.0,5554.0,95.0,115390.0,204.0,92.0,115697.0,204.6
nation,2021-08-20,England,E92000001,29576.0,5608339.0,10019.5,25013.0,5666069.0,68117.0,28787981.0,614677.0,204198034.0,944.0,2312623.0,733.0,438893.0,"[{'age': '18_to_64', 'rate': 486.3, 'value': 165297}, {'age': '6_to_17', 'rate': 49.1, 'value': 4008}, {'age': '0_to_5', 'rate': 103.9, 'value': 4082}, {'age': '85+', 'rate': 6174.8, 'value': 86843}, {'age': '65_to_84', 'rate': 1919.5, 'value': 173863}]",235298638.0,683738.0,857.0,5576.0,92.0,115482.0,204.2,101.0,115798.0,204.8
nation,2021-08-21,England,E92000001,26982.0,5635046.0,10058.7,22148.0,5688217.0,60802.0,28848783.0,527077.0,204751344.0,367.0,2312990.0,757.0,439650.0,"[{'age': '18_to_64', 'rate': 487.3, 'value': 165663}, {'age': '6_to_17', 'rate': 49.3, 'value': 4025}, {'age': '0_to_5', 'rate': 104.3, 'value': 4099}, {'age': '85+', 'rate': 6181.8, 'value': 86941}, {'age': '65_to_84', 'rate': 1922.4, 'value': 174122}]",235913117.0,588246.0,858.0,5575.0,97.0,115579.0,204.4,87.0,115885.0,204.9
nation,2021-08-22,England,E92000001,25952.0,5660725.0,10097.5,21958.0,5710175.0,58188.0,28906971.0,541293.0,205319377.0,128.0,2313118.0,726.0,440376.0,"[{'age': '18_to_64', 'rate': 488.4, 'value': 166021}, {'age': '6_to_17', 'rate': 49.5, 'value': 4041}, {'age': '0_to_5', 'rate': 105.0, 'value': 4126}, {'age': '85+', 'rate': 6188.0, 'value': 87029}, {'age': '65_to_84', 'rate': 1925.0, 'value': 174359}]",236539466.0,599609.0,863.0,5749.0,33.0,115612.0,204.4,101.0,115986.0,205.1
nation,2021-08-23,England,E92000001,24158.0,5684645.0,10150.0,29667.0,5739842.0,69618.0,28976589.0,596699.0,205963865.0,686.0,2313804.0,831.0,441207.0,"[{'age': '18_to_64', 'rate': 489.6, 'value': 166432}, {'age': '6_to_17', 'rate': 49.8, 'value': 4065}, {'age': '0_to_5', 'rate': 105.8, 'value': 4157}, {'age': '85+', 'rate': 6194.6, 'value': 87121}, {'age': '65_to_84', 'rate': 1928.0, 'value': 174632}]",237254258.0,667003.0,845.0,6000.0,29.0,115641.0,204.5,96.0,116082.0,205.3
nation,2021-08-24,England,E92000001,23474.0,5707906.0,10198.7,27556.0,5767398.0,84608.0,29061197.0,574977.0,206578718.0,947.0,2314751.0,818.0,442025.0,"[{'age': '18_to_64', 'rate': 490.8, 'value': 166851}, {'age': '6_to_17', 'rate': 50.0, 'value': 4086}, {'age': '0_to_5', 'rate': 106.4, 'value': 4180}, {'age': '85+', 'rate': 6200.8, 'value': 87208}, {'age': '65_to_84', 'rate': 1931.0, 'value': 174900}]",237954666.0,660532.0,857.0,5911.0,152.0,115793.0,204.8,103.0,116185.0,205.5
nation,2021-08-25,England,E92000001,27350.0,5734967.0,10246.9,27255.0,5794653.0,74305.0,29135502.0,755123.0,207372436.0,1292.0,2316667.0,843.0,442868.0,"[{'age': '18_to_64', 'rate': 492.0, 'value': 167254}, {'age': '6_to_17', 'rate': 50.4, 'value': 4115}, {'age': '0_to_5', 'rate': 107.0, 'value': 4202}, {'age': '85+', 'rate': 6209.0, 'value': 87324}, {'age': '65_to_84', 'rate': 1934.0, 'value': 175173}]",238824605.0,830720.0,871.0,5922.0,135.0,115928.0,205.0,87.0,116272.0,205.6
nation,2021-08-26,England,E92000001,29417.0,5764066.0,10292.7,25899.0,5820552.0,62603.0,29228335.0,784879.0,208201562.0,952.0,2317619.0,777.0,443645.0,"[{'age': '18_to_64', 'rate': 493.2, 'value': 167641}, {'age': '6_to_17', 'rate': 50.6, 'value': 4130}, {'age': '0_to_5', 'rate': 107.4, 'value': 4219}, {'age': '85+', 'rate': 6215.9, 'value': 87421}, {'age': '65_to_84', 'rate': 1936.9, 'value': 175434}]",239747516.0,848434.0,872.0,5893.0,121.0,116049.0,205.2,105.0,116377.0,205.8
nation,2021-08-27,England,E92000001,27545.0,5791272.0,10334.7,23714.0,5844266.0,60509.0,29288844.0,735654.0,208981052.0,791.0,2318410.0,749.0,444394.0,"[{'age': '18_to_64', 'rate': 494.3, 'value': 168023}, {'age': '6_to_17', 'rate': 50.8, 'value': 4149}, {'age': '0_to_5', 'rate': 107.8, 'value': 4236}, {'age': '85+', 'rate': 6222.7, 'value': 87517}, {'age': '65_to_84', 'rate': 1939.5, 'value': 175669}]",240588306.0,796954.0,874.0,5889.0,86.0,116135.0,205.4,106.0,116483.0,206.0
nation,2021-08-28,England,E92000001,25118.0,5816071.0,10369.5,19693.0,5863959.0,50032.0,29338876.0,592295.0,209606973.0,172.0,2318582.0,688.0,445082.0,"[{'age': '18_to_64', 'rate': 495.3, 'value': 168355}, {'age': '6_to_17', 'rate': 51.0, 'value': 4165}, {'age': '0_to_5', 'rate': 108.5, 'value': 4262}, {'age': '85+', 'rate': 6228.8, 'value': 87603}, {'age': '65_to_84', 'rate': 1942.0, 'value': 175897}]",241264431.0,642499.0,835.0,5756.0,119.0,116254.0,205.6,103.0,116586.0,206.2
nation,2021-08-29,England,E92000001,22501.0,5838323.0,10402.6,18739.0,5882698.0,50279.0,29389155.0,569123.0,210204338.0,73.0,2318655.0,701.0,445783.0,"[{'age': '18_to_64', 'rate': 496.3, 'value': 168690}, {'age': '6_to_17', 'rate': 51.2, 'value': 4184}, {'age': '0_to_5', 'rate': 109.1, 'value': 4288}, {'age': '85+', 'rate': 6235.7, 'value': 87699}, {'age': '65_to_84', 'rate': 1944.5, 'value': 176122}]",241912148.0,619475.0,850.0,5855.0,49.0,116303.0,205.7,106.0,116692.0,206.4
nation,2021-08-30,England,E92000001,21324.0,5859405.0,10445.8,24400.0,5907098.0,55762.0,29444917.0,544567.0,210793160.0,95.0,2318750.0,808.0,446591.0,"[{'age': '18_to_64', 'rate': 497.4, 'value': 169095}, {'age': '6_to_17', 'rate': 51.5, 'value': 4204}, {'age': '0_to_5', 'rate': 109.6, 'value': 4307}, {'age': '85+', 'rate': 6243.3, 'value': 87806}, {'age': '65_to_84', 'rate': 1947.3, 'value': 176379}]",242556827.0,600424.0,859.0,6002.0,42.0,116345.0,205.7,90.0,116782.0,206.5
nation,2021-08-31,England,E92000001,20967.0,5880134.0,10503.9,32858.0,5939956.0,69046.0,29513963.0,740287.0,211585372.0,610.0,2319360.0,798.0,447389.0,"[{'age': '18_to_64', 'rate': 498.6, 'value': 169476}, {'age': '6_to_17', 'rate': 51.8, 'value': 4227}, {'age': '0_to_5', 'rate': 110.1, 'value': 4324}, {'age': '85+', 'rate': 6251.0, 'value': 87914}, {'age': '65_to_84', 'rate': 1950.3, 'value': 176647}]",243418695.0,809943.0,879.0,6293.0,36.0,116381.0,205.8,95.0,116877.0,206.7
nation,2021-09-01,England,E92000001,24723.0,5904664.0,10558.6,30936.0,5970892.0,73604.0,29587567.0,849274.0,212497478.0,859.0,2320877.0,835.0,448224.0,"[{'age': '18_to_64', 'rate': 499.7, 'value': 169879}, {'age': '6_to_17', 'rate': 52.0, 'value': 4249}, {'age': '0_to_5', 'rate': 110.6, 'value': 4347}, {'age': '85+', 'rate': 6257.7, 'value': 88009}, {'age': '65_to_84', 'rate': 1953.5, 'value': 176939}]",244405922.0,923737.0,890.0,6236.0,184.0,116565.0,206.1,96.0,116973.0,206.8
nation,2021-09-02,England,E92000001,28686.0,5933034.0,10611.6,29980.0,6000872.0,67877.0,29695428.0,981437.0,213572576.0,1240.0,2322117.0,788.0,449012.0,"[{'age': '18_to_64', 'rate': 500.9, 'value': 170255}, {'age': '6_to_17', 'rate': 52.4, 'value': 4279}, {'age': '0_to_5', 'rate': 111.2, 'value': 4369}, {'age': '85+', 'rate': 6265.7, 'value': 88122}, {'age': '65_to_84', 'rate': 1956.2, 'value': 177186}]",245590121.0,1050554.0,897.0,6186.0,144.0,116709.0,206.4,99.0,117072.0,207.0
