areatype,date,name,code,newCasesByPublishDate,cumCasesByPublishDate,cumCasesBySpecimenDateRate,newCasesBySpecimenDate,cumCasesBySpecimenDate,newPillarOneTestsByPublishDate,cumPillarOneTestsByPublishDate,newPillarTwoTestsByPublishDate,cumPillarTwoTestsByPublishDate,newPillarThreeTestsByPublishDate,cumPillarThreeTestsByPublishDate,newAdmissions,cumAdmissions,cumAdmissionsByAge,cumTestsByPublishDate,newTestsByPublishDate,covidOccupiedMVBeds,hospitalCases,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate
nation,2020-01-30,England,E92000001,,,,2.0,2.0,,,,,,,,,[],,,,,,,,,,
nation,2020-01-31,England,E92000001,2.0,2.0,,0.0,2.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-01,England,E92000001,0.0,2.0,,0.0,2.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-02,England,E92000001,0.0,2.0,,0.0,2.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-03,England,E92000001,0.0,2.0,,0.0,2.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-04,England,E92000001,0.0,2.0,,0.0,2.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-05,England,E92000001,0.0,2.0,,1.0,3.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-06,England,E92000001,1.0,3.0,,0.0,3.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-07,England,E92000001,0.0,3.0,,0.0,3.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-08,England,E92000001,0.0,3.0,,4.0,7.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-09,England,E92000001,1.0,4.0,,1.0,8.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-10,England,E92000001,4.0,8.0,,0.0,8.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-11,England,E92000001,0.0,8.0,,1.0,9.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-12,England,E92000001,0.0,8.0,,0.0,9.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-13,England,E92000001,1.0,9.0,,0.0,9.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-14,England,E92000001,0.0,9.0,,0.0,9.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-15,England,E92000001,0.0,9.0,,0.0,9.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-16,England,E92000001,0.0,9.0,,0.0,9.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-17,England,E92000001,0.0,9.0,,0.0,9.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-18,England,E92000001,0.0,9.0,,0.0,9.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-19,England,E92000001,0.0,9.0,,0.0,9.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-20,England,E92000001,0.0,9.0,,0.0,9.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-21,England,E92000001,0.0,9.0,,1.0,10.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-22,England,E92000001,0.0,9.0,,0.0,10.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-23,England,E92000001,0.0,9.0,,1.0,11.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-24,England,E92000001,4.0,13.0,,2.0,13.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-25,England,E92000001,0.0,13.0,,5.0,18.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-26,England,E92000001,0.0,13.0,,4.0,22.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-27,England,E92000001,0.0,13.0,0.1,7.0,29.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-28,England,E92000001,5.0,18.0,0.1,11.0,40.0,,,,,,,,,[],,,,,,,,,,
nation,2020-02-29,England,E92000001,3.0,21.0,0.1,5.0,45.0,,,,,,,,,[],,,,,,,,,,
nation,2020-03-01,England,E92000001,12.0,33.0,0.1,20.0,65.0,,,,,,,,,[],,,,,,,,,,
nation,2020-03-02,England,E92000001,4.0,37.0,0.2,38.0,103.0,,,,,,,,,[],,,,,,,,1.0,1.0,
nation,2020-03-03,England,E92000001,11.0,48.0,0.3,54.0,157.0,,,,,,,,,[],,,,,,,,2.0,3.0,
nation,2020-03-04,England,E92000001,32.0,80.0,0.4,49.0,206.0,,,,,,,,,[],,,,,,,,0.0,3.0,
nation,2020-03-05,England,E92000001,25.0,105.0,0.4,46.0,252.0,,,,,,,,,[],,,,,,,,3.0,6.0,
nation,2020-03-06,England,E92000001,39.0,144.0,0.6,73.0,325.0,,,,,,,,,[],,,,,1.0,1.0,,0.0,6.0,
nation,2020-03-07,England,E92000001,39.0,183.0,0.7,55.0,380.0,,,,,,,,,[],,,,,1.0,2.0,,0.0,6.0,
nation,2020-03-08,England,E92000001,58.0,241.0,0.8,50.0,430.0,,,,,,,,,[],,,,,0.0,2.0,,3.0,9.0,
nation,2020-03-09,England,E92000001,40.0,282.0,1.0,125.0,555.0,,,,,,,,,[],,,,,1.0,3.0,,5.0,14.0,
nation,2020-03-10,England,E92000001,46.0,324.0,1.4,228.0,783.0,,,,,,,,,[],,,,,4.0,7.0,,3.0,17.0,
nation,2020-03-11,England,E92000001,63.0,387.0,2.0,351.0,1134.0,,,,,,,,,[],,,,,0.0,7.0,,8.0,25.0,
nation,2020-03-12,England,E92000001,99.0,486.0,2.7,415.0,1549.0,,,,,,,,,[],,,,,2.0,9.0,,12.0,37.0,0.1
nation,2020-03-13,England,E92000001,159.0,645.0,3.4,392.0,1941.0,,,,,,,,,[],,,,,1.0,10.0,,16.0,53.0,0.1
nation,2020-03-14,England,E92000001,201.0,846.0,4.0,315.0,2256.0,,,,,,,,,[],,,,,18.0,28.0,,20.0,73.0,0.1
nation,2020-03-15,England,E92000001,253.0,1099.0,4.7,396.0,2652.0,,,,,,,,,[],,,,,14.0,42.0,0.1,32.0,105.0,0.2
nation,2020-03-16,England,E92000001,97.0,1196.0,5.6,543.0,3195.0,,,,,,,,,[],,,,,22.0,64.0,0.1,43.0,148.0,0.3
nation,2020-03-17,England,E92000001,361.0,1557.0,6.9,680.0,3875.0,,,,,,,,,[],,,,,15.0,79.0,0.1,50.0,198.0,0.4
nation,2020-03-18,England,E92000001,625.0,2182.0,8.5,908.0,4783.0,,,,,,,,,[],,,,,33.0,112.0,0.2,67.0,265.0,0.5
nation,2020-03-19,England,E92000001,574.0,2756.0,10.1,927.0,5710.0,,,,,,,586.0,586.0,"[{'age': '18_to_64', 'rate': 0.5, 'value': 171}, {'age': '6_to_17', 'rate': 0.1, 'value': 5}, {'age': '0_to_5', 'rate': 0.1, 'value': 4}, {'age': '85+', 'rate': 6.9, 'value': 97}, {'age': '65_to_84', 'rate': 2.3, 'value': 209}]",,,,,42.0,154.0,0.3,67.0,332.0,0.6
nation,2020-03-20,England,E92000001,628.0,3384.0,12.0,1084.0,6794.0,,,,,,,691.0,1277.0,"[{'age': '18_to_64', 'rate': 1.1, 'value': 384}, {'age': '6_to_17', 'rate': 0.2, 'value': 13}, {'age': '0_to_5', 'rate': 0.1, 'value': 4}, {'age': '85+', 'rate': 15.1, 'value': 213}, {'age': '65_to_84', 'rate': 4.9, 'value': 445}]",,,,1580.0,32.0,186.0,0.3,102.0,434.0,0.8
nation,2020-03-21,England,E92000001,873.0,4257.0,13.8,1027.0,7821.0,,,,,,,777.0,2054.0,"[{'age': '18_to_64', 'rate': 1.8, 'value': 618}, {'age': '6_to_17', 'rate': 0.2, 'value': 16}, {'age': '0_to_5', 'rate': 0.1, 'value': 5}, {'age': '85+', 'rate': 24.2, 'value': 340}, {'age': '65_to_84', 'rate': 7.7, 'value': 695}]",,,,2152.0,54.0,240.0,0.4,116.0,550.0,1.0
nation,2020-03-22,England,E92000001,535.0,4792.0,16.0,1206.0,9027.0,,,,,,,859.0,2913.0,"[{'age': '18_to_64', 'rate': 2.5, 'value': 856}, {'age': '6_to_17', 'rate': 0.2, 'value': 17}, {'age': '0_to_5', 'rate': 0.3, 'value': 10}, {'age': '85+', 'rate': 33.3, 'value': 469}, {'age': '65_to_84', 'rate': 11.3, 'value': 1024}]",,,,2670.0,24.0,264.0,0.5,153.0,703.0,1.2
nation,2020-03-23,England,E92000001,793.0,5585.0,19.5,2010.0,11037.0,,,,,,,1128.0,4041.0,"[{'age': '18_to_64', 'rate': 3.5, 'value': 1200}, {'age': '6_to_17', 'rate': 0.3, 'value': 23}, {'age': '0_to_5', 'rate': 0.4, 'value': 16}, {'age': '85+', 'rate': 46.2, 'value': 650}, {'age': '65_to_84', 'rate': 16.2, 'value': 1471}]",,,,3183.0,67.0,331.0,0.6,173.0,876.0,1.5
nation,2020-03-24,England,E92000001,1258.0,6843.0,23.1,2026.0,13063.0,,,,,,,1544.0,5585.0,"[{'age': '18_to_64', 'rate': 4.7, 'value': 1613}, {'age': '6_to_17', 'rate': 0.4, 'value': 30}, {'age': '0_to_5', 'rate': 0.8, 'value': 30}, {'age': '85+', 'rate': 65.5, 'value': 921}, {'age': '65_to_84', 'rate': 22.5, 'value': 2041}]",,,,3598.0,143.0,474.0,0.8,219.0,1095.0,1.9
nation,2020-03-25,England,E92000001,1130.0,7973.0,27.1,2258.0,15321.0,,,,,,,1755.0,7340.0,"[{'age': '18_to_64', 'rate': 6.4, 'value': 2162}, {'age': '6_to_17', 'rate': 0.5, 'value': 40}, {'age': '0_to_5', 'rate': 1.1, 'value': 43}, {'age': '85+', 'rate': 87.2, 'value': 1227}, {'age': '65_to_84', 'rate': 30.2, 'value': 2731}]",,,,4402.0,178.0,652.0,1.2,278.0,1373.0,2.4
nation,2020-03-26,England,E92000001,1809.0,9782.0,31.7,2604.0,17925.0,,,,,,,1639.0,8979.0,"[{'age': '18_to_64', 'rate': 7.9, 'value': 2692}, {'age': '6_to_17', 'rate': 0.5, 'value': 44}, {'age': '0_to_5', 'rate': 1.4, 'value': 56}, {'age': '85+', 'rate': 108.4, 'value': 1525}, {'age': '65_to_84', 'rate': 37.1, 'value': 3357}]",,,,5226.0,169.0,821.0,1.5,337.0,1710.0,3.0
nation,2020-03-27,England,E92000001,2506.0,12288.0,36.4,2649.0,20574.0,,,,,,,1931.0,10910.0,"[{'age': '18_to_64', 'rate': 9.7, 'value': 3284}, {'age': '6_to_17', 'rate': 0.6, 'value': 48}, {'age': '0_to_5', 'rate': 1.6, 'value': 61}, {'age': '85+', 'rate': 130.3, 'value': 1833}, {'age': '65_to_84', 'rate': 45.4, 'value': 4116}]",,,,6462.0,271.0,1092.0,1.9,374.0,2084.0,3.7
nation,2020-03-28,England,E92000001,2139.0,14427.0,40.6,2368.0,22942.0,,,,,,,1873.0,12783.0,"[{'age': '18_to_64', 'rate': 11.1, 'value': 3788}, {'age': '6_to_17', 'rate': 0.7, 'value': 61}, {'age': '0_to_5', 'rate': 1.9, 'value': 73}, {'age': '85+', 'rate': 153.0, 'value': 2152}, {'age': '65_to_84', 'rate': 53.3, 'value': 4831}]",,,,7269.0,279.0,1371.0,2.4,384.0,2468.0,4.4
nation,2020-03-29,England,E92000001,2060.0,16487.0,44.9,2436.0,25378.0,,,,,,,2186.0,14969.0,"[{'age': '18_to_64', 'rate': 13.0, 'value': 4424}, {'age': '6_to_17', 'rate': 1.0, 'value': 84}, {'age': '0_to_5', 'rate': 2.0, 'value': 80}, {'age': '85+', 'rate': 178.5, 'value': 2510}, {'age': '65_to_84', 'rate': 62.0, 'value': 5617}]",,,,8424.0,195.0,1566.0,2.8,464.0,2932.0,5.2
nation,2020-03-30,England,E92000001,2107.0,18594.0,51.1,3514.0,28892.0,,,,,,,2817.0,17786.0,"[{'age': '18_to_64', 'rate': 15.7, 'value': 5338}, {'age': '6_to_17', 'rate': 1.2, 'value': 94}, {'age': '0_to_5', 'rate': 2.3, 'value': 91}, {'age': '85+', 'rate': 213.0, 'value': 2995}, {'age': '65_to_84', 'rate': 74.9, 'value': 6784}]",,,,9852.0,353.0,1919.0,3.4,541.0,3473.0,6.1
nation,2020-03-31,England,E92000001,2414.0,21008.0,57.8,3780.0,32672.0,10412.0,143601.0,,,,,2447.0,20233.0,"[{'age': '18_to_64', 'rate': 17.9, 'value': 6073}, {'age': '6_to_17', 'rate': 1.2, 'value': 99}, {'age': '0_to_5', 'rate': 2.5, 'value': 100}, {'age': '85+', 'rate': 242.0, 'value': 3403}, {'age': '65_to_84', 'rate': 85.5, 'value': 7748}]",,,,11154.0,368.0,2287.0,4.0,603.0,4076.0,7.2
nation,2020-04-01,England,E92000001,3630.0,24638.0,65.1,4117.0,36789.0,10314.0,153915.0,,,,,3099.0,23332.0,"[{'age': '18_to_64', 'rate': 20.8, 'value': 7086}, {'age': '6_to_17', 'rate': 1.4, 'value': 111}, {'age': '0_to_5', 'rate': 2.8, 'value': 109}, {'age': '85+', 'rate': 277.4, 'value': 3901}, {'age': '65_to_84', 'rate': 99.6, 'value': 9017}]",,,,12059.0,613.0,2900.0,5.1,698.0,4774.0,8.4
nation,2020-04-02,England,E92000001,3583.0,28221.0,72.2,4063.0,40852.0,11764.0,167171.0,,,,,2932.0,26264.0,"[{'age': '18_to_64', 'rate': 23.8, 'value': 8103}, {'age': '6_to_17', 'rate': 1.5, 'value': 119}, {'age': '0_to_5', 'rate': 3.0, 'value': 118}, {'age': '85+', 'rate': 312.9, 'value': 4401}, {'age': '65_to_84', 'rate': 112.7, 'value': 10206}]",,,1494.0,12135.0,603.0,3503.0,6.2,732.0,5506.0,9.7
nation,2020-04-03,England,E92000001,3576.0,31797.0,79.5,4079.0,44931.0,10984.0,178784.0,,,,,2564.0,28828.0,"[{'age': '18_to_64', 'rate': 26.5, 'value': 9022}, {'age': '6_to_17', 'rate': 1.6, 'value': 128}, {'age': '0_to_5', 'rate': 3.3, 'value': 131}, {'age': '85+', 'rate': 342.0, 'value': 4810}, {'age': '65_to_84', 'rate': 125.7, 'value': 11385}]",,,1788.0,13635.0,654.0,4157.0,7.4,743.0,6249.0,11.1
nation,2020-04-04,England,E92000001,2910.0,34707.0,85.4,3376.0,48307.0,11085.0,189869.0,,,,,2593.0,31421.0,"[{'age': '18_to_64', 'rate': 29.3, 'value': 9946}, {'age': '6_to_17', 'rate': 1.6, 'value': 134}, {'age': '0_to_5', 'rate': 3.5, 'value': 138}, {'age': '85+', 'rate': 375.6, 'value': 5282}, {'age': '65_to_84', 'rate': 138.6, 'value': 12555}]",,,1950.0,15469.0,689.0,4846.0,8.6,838.0,7087.0,12.5
nation,2020-04-05,England,E92000001,5107.0,39814.0,90.9,3076.0,51383.0,9747.0,199616.0,,,,,2592.0,34013.0,"[{'age': '18_to_64', 'rate': 32.0, 'value': 10878}, {'age': '6_to_17', 'rate': 1.8, 'value': 144}, {'age': '0_to_5', 'rate': 4.0, 'value': 157}, {'age': '85+', 'rate': 411.8, 'value': 5792}, {'age': '65_to_84', 'rate': 150.7, 'value': 13649}]",,,2097.0,16657.0,578.0,5424.0,9.6,829.0,7916.0,14.0
nation,2020-04-06,England,E92000001,3176.0,42990.0,98.6,4366.0,55749.0,11065.0,211313.0,,,,,2679.0,36692.0,"[{'age': '18_to_64', 'rate': 34.7, 'value': 11788}, {'age': '6_to_17', 'rate': 1.9, 'value': 159}, {'age': '0_to_5', 'rate': 4.3, 'value': 170}, {'age': '85+', 'rate': 452.4, 'value': 6363}, {'age': '65_to_84', 'rate': 163.3, 'value': 14791}]",,,2264.0,17154.0,531.0,5955.0,10.5,806.0,8722.0,15.4
nation,2020-04-07,England,E92000001,2978.0,45968.0,106.7,4564.0,60313.0,10917.0,222230.0,,,,,2744.0,39436.0,"[{'age': '18_to_64', 'rate': 37.6, 'value': 12775}, {'age': '6_to_17', 'rate': 2.2, 'value': 177}, {'age': '0_to_5', 'rate': 4.7, 'value': 186}, {'age': '85+', 'rate': 490.9, 'value': 6904}, {'age': '65_to_84', 'rate': 176.2, 'value': 15962}]",,,2472.0,17814.0,1009.0,6964.0,12.3,910.0,9632.0,17.0
nation,2020-04-08,England,E92000001,4788.0,50756.0,114.2,4285.0,64598.0,13529.0,235759.0,,,,,2619.0,42055.0,"[{'age': '18_to_64', 'rate': 40.4, 'value': 13731}, {'age': '6_to_17', 'rate': 2.3, 'value': 187}, {'age': '0_to_5', 'rate': 4.8, 'value': 190}, {'age': '85+', 'rate': 527.4, 'value': 7417}, {'age': '65_to_84', 'rate': 188.6, 'value': 17085}]",,,2561.0,18152.0,922.0,7886.0,13.9,976.0,10608.0,18.8
nation,2020-04-09,England,E92000001,3798.0,54554.0,121.4,4053.0,68651.0,14543.0,250212.0,,,,,2340.0,44395.0,"[{'age': '18_to_64', 'rate': 42.6, 'value': 14483}, {'age': '6_to_17', 'rate': 2.4, 'value': 199}, {'age': '0_to_5', 'rate': 5.1, 'value': 202}, {'age': '85+', 'rate': 565.3, 'value': 7951}, {'age': '65_to_84', 'rate': 199.8, 'value': 18098}]",,,2546.0,18423.0,990.0,8876.0,15.7,874.0,11482.0,20.3
nation,2020-04-10,England,E92000001,4263.0,58817.0,127.7,3580.0,72231.0,13400.0,263659.0,,,,,2196.0,46591.0,"[{'age': '18_to_64', 'rate': 44.9, 'value': 15256}, {'age': '6_to_17', 'rate': 2.5, 'value': 208}, {'age': '0_to_5', 'rate': 5.4, 'value': 212}, {'age': '85+', 'rate': 599.5, 'value': 8432}, {'age': '65_to_84', 'rate': 209.7, 'value': 18994}]",,,2820.0,18669.0,1035.0,9911.0,17.5,850.0,12332.0,21.8
nation,2020-04-11,England,E92000001,3841.0,62658.0,133.1,3058.0,75289.0,12540.0,276199.0,,,,,1955.0,48546.0,"[{'age': '18_to_64', 'rate': 46.9, 'value': 15951}, {'age': '6_to_17', 'rate': 2.6, 'value': 214}, {'age': '0_to_5', 'rate': 5.7, 'value': 222}, {'age': '85+', 'rate': 629.8, 'value': 8858}, {'age': '65_to_84', 'rate': 218.7, 'value': 19805}]",,,2865.0,18604.0,745.0,10656.0,18.8,864.0,13196.0,23.3
nation,2020-04-12,England,E92000001,3672.0,66330.0,138.3,2937.0,78226.0,10374.0,286573.0,,,,,1791.0,50337.0,"[{'age': '18_to_64', 'rate': 48.6, 'value': 16530}, {'age': '6_to_17', 'rate': 2.7, 'value': 222}, {'age': '0_to_5', 'rate': 5.9, 'value': 230}, {'age': '85+', 'rate': 659.9, 'value': 9281}, {'age': '65_to_84', 'rate': 226.9, 'value': 20555}]",,,2881.0,18974.0,604.0,11260.0,19.9,857.0,14053.0,24.9
nation,2020-04-13,England,E92000001,2999.0,69329.0,144.4,3427.0,81653.0,10033.0,296607.0,,,,,1912.0,52249.0,"[{'age': '18_to_64', 'rate': 50.4, 'value': 17140}, {'age': '6_to_17', 'rate': 2.8, 'value': 230}, {'age': '0_to_5', 'rate': 6.0, 'value': 234}, {'age': '85+', 'rate': 690.1, 'value': 9705}, {'age': '65_to_84', 'rate': 236.2, 'value': 21392}]",,,2872.0,18621.0,694.0,11954.0,21.1,805.0,14858.0,26.3
nation,2020-04-14,England,E92000001,3854.0,73183.0,150.6,3538.0,85191.0,11637.0,308516.0,,,,,1859.0,54108.0,"[{'age': '18_to_64', 'rate': 52.4, 'value': 17808}, {'age': '6_to_17', 'rate': 2.9, 'value': 234}, {'age': '0_to_5', 'rate': 6.3, 'value': 246}, {'age': '85+', 'rate': 718.0, 'value': 10098}, {'age': '65_to_84', 'rate': 244.8, 'value': 22172}]",,,2849.0,18552.0,1007.0,12961.0,22.9,768.0,15626.0,27.6
nation,2020-04-15,England,E92000001,3188.0,76371.0,158.1,4215.0,89406.0,13704.0,322288.0,,,,,1608.0,55716.0,"[{'age': '18_to_64', 'rate': 54.1, 'value': 18390}, {'age': '6_to_17', 'rate': 2.9, 'value': 240}, {'age': '0_to_5', 'rate': 6.6, 'value': 259}, {'age': '85+', 'rate': 743.6, 'value': 10458}, {'age': '65_to_84', 'rate': 251.8, 'value': 22809}]",,,2847.0,17934.0,730.0,13691.0,24.2,782.0,16408.0,29.0
nation,2020-04-16,England,E92000001,3118.0,79489.0,165.8,4344.0,93750.0,15517.0,337819.0,,,,,1777.0,57493.0,"[{'age': '18_to_64', 'rate': 55.9, 'value': 19003}, {'age': '6_to_17', 'rate': 3.0, 'value': 245}, {'age': '0_to_5', 'rate': 6.9, 'value': 270}, {'age': '85+', 'rate': 774.9, 'value': 10898}, {'age': '65_to_84', 'rate': 259.6, 'value': 23515}]",,,2838.0,17783.0,906.0,14597.0,25.8,755.0,17163.0,30.4
nation,2020-04-17,England,E92000001,3985.0,83474.0,173.0,4060.0,97810.0,14618.0,352495.0,,,,,1674.0,59167.0,"[{'age': '18_to_64', 'rate': 57.5, 'value': 19555}, {'age': '6_to_17', 'rate': 3.1, 'value': 250}, {'age': '0_to_5', 'rate': 7.2, 'value': 282}, {'age': '85+', 'rate': 803.4, 'value': 11299}, {'age': '65_to_84', 'rate': 267.4, 'value': 24216}]",,,2780.0,16728.0,826.0,15423.0,27.3,742.0,17905.0,31.7
nation,2020-04-18,England,E92000001,3548.0,87022.0,180.2,4102.0,101912.0,13849.0,366344.0,,,,,1411.0,60578.0,"[{'age': '18_to_64', 'rate': 58.8, 'value': 19993}, {'age': '6_to_17', 'rate': 3.1, 'value': 254}, {'age': '0_to_5', 'rate': 7.4, 'value': 291}, {'age': '85+', 'rate': 826.9, 'value': 11629}, {'age': '65_to_84', 'rate': 274.3, 'value': 24845}]",,,2868.0,16850.0,1004.0,16427.0,29.0,706.0,18611.0,32.9
nation,2020-04-19,England,E92000001,3607.0,90629.0,186.3,3468.0,105380.0,11284.0,377628.0,,,,,1475.0,62053.0,"[{'age': '18_to_64', 'rate': 60.2, 'value': 20462}, {'age': '6_to_17', 'rate': 3.2, 'value': 260}, {'age': '0_to_5', 'rate': 7.7, 'value': 302}, {'age': '85+', 'rate': 850.2, 'value': 11957}, {'age': '65_to_84', 'rate': 281.6, 'value': 25502}]",,,2820.0,16928.0,380.0,16807.0,29.7,687.0,19298.0,34.1
nation,2020-04-20,England,E92000001,2401.0,93030.0,192.8,3672.0,109052.0,12542.0,390250.0,,,,,1522.0,63575.0,"[{'age': '18_to_64', 'rate': 61.6, 'value': 20942}, {'age': '6_to_17', 'rate': 3.3, 'value': 270}, {'age': '0_to_5', 'rate': 7.8, 'value': 307}, {'age': '85+', 'rate': 878.2, 'value': 12351}, {'age': '65_to_84', 'rate': 288.5, 'value': 26131}]",,,2780.0,16654.0,536.0,17343.0,30.7,685.0,19983.0,35.3
nation,2020-04-21,England,E92000001,3087.0,96117.0,199.9,3976.0,113028.0,16444.0,406694.0,,,,,1495.0,65070.0,"[{'age': '18_to_64', 'rate': 62.9, 'value': 21392}, {'age': '6_to_17', 'rate': 3.4, 'value': 274}, {'age': '0_to_5', 'rate': 8.0, 'value': 315}, {'age': '85+', 'rate': 905.2, 'value': 12731}, {'age': '65_to_84', 'rate': 295.6, 'value': 26772}]",,,2701.0,16517.0,1116.0,18459.0,32.6,651.0,20634.0,36.5
nation,2020-04-22,England,E92000001,3020.0,99137.0,208.4,4796.0,117824.0,16233.0,422928.0,,,,,1310.0,66380.0,"[{'age': '18_to_64', 'rate': 64.0, 'value': 21761}, {'age': '6_to_17', 'rate': 3.5, 'value': 283}, {'age': '0_to_5', 'rate': 8.1, 'value': 320}, {'age': '85+', 'rate': 929.7, 'value': 13076}, {'age': '65_to_84', 'rate': 302.0, 'value': 27352}]",,,2646.0,16018.0,725.0,19184.0,33.9,643.0,21277.0,37.6
nation,2020-04-23,England,E92000001,3084.0,102221.0,216.4,4556.0,122380.0,16947.0,439878.0,,,,,1289.0,67669.0,"[{'age': '18_to_64', 'rate': 65.2, 'value': 22161}, {'age': '6_to_17', 'rate': 3.5, 'value': 289}, {'age': '0_to_5', 'rate': 8.5, 'value': 333}, {'age': '85+', 'rate': 953.3, 'value': 13408}, {'age': '65_to_84', 'rate': 307.7, 'value': 27872}]",,,2563.0,15402.0,594.0,19778.0,35.0,595.0,21872.0,38.7
nation,2020-04-24,England,E92000001,3004.0,105225.0,224.1,4346.0,126726.0,17489.0,457368.0,,,,,1277.0,68946.0,"[{'age': '18_to_64', 'rate': 66.3, 'value': 22526}, {'age': '6_to_17', 'rate': 3.6, 'value': 298}, {'age': '0_to_5', 'rate': 8.7, 'value': 341}, {'age': '85+', 'rate': 977.6, 'value': 13749}, {'age': '65_to_84', 'rate': 313.8, 'value': 28419}]",,,2414.0,14642.0,821.0,20599.0,36.4,603.0,22475.0,39.7
nation,2020-04-25,England,E92000001,2826.0,108051.0,230.1,3370.0,130096.0,14835.0,472203.0,,,,,1080.0,70026.0,"[{'age': '18_to_64', 'rate': 67.1, 'value': 22819}, {'age': '6_to_17', 'rate': 3.7, 'value': 303}, {'age': '0_to_5', 'rate': 8.8, 'value': 346}, {'age': '85+', 'rate': 1000.4, 'value': 14070}, {'age': '65_to_84', 'rate': 318.8, 'value': 28872}]",,,2405.0,14202.0,729.0,21328.0,37.7,555.0,23030.0,40.7
nation,2020-04-26,England,E92000001,2152.0,110203.0,235.6,3132.0,133228.0,14699.0,486902.0,,,,,1208.0,71234.0,"[{'age': '18_to_64', 'rate': 68.2, 'value': 23185}, {'age': '6_to_17', 'rate': 3.8, 'value': 309}, {'age': '0_to_5', 'rate': 8.9, 'value': 349}, {'age': '85+', 'rate': 1023.4, 'value': 14393}, {'age': '65_to_84', 'rate': 324.3, 'value': 29378}]",,,2309.0,14174.0,327.0,21655.0,38.3,560.0,23590.0,41.7
nation,2020-04-27,England,E92000001,2264.0,112467.0,242.7,4022.0,137250.0,13097.0,500112.0,,,,,1344.0,72578.0,"[{'age': '18_to_64', 'rate': 69.5, 'value': 23639}, {'age': '6_to_17', 'rate': 3.9, 'value': 317}, {'age': '0_to_5', 'rate': 9.1, 'value': 357}, {'age': '85+', 'rate': 1045.7, 'value': 14707}, {'age': '65_to_84', 'rate': 330.5, 'value': 29932}]",,,2194.0,14255.0,289.0,21944.0,38.8,505.0,24095.0,42.6
nation,2020-04-28,England,E92000001,1989.0,114456.0,250.0,4105.0,141355.0,19526.0,519639.0,,,,,1296.0,73874.0,"[{'age': '18_to_64', 'rate': 70.7, 'value': 24033}, {'age': '6_to_17', 'rate': 3.9, 'value': 320}, {'age': '0_to_5', 'rate': 9.3, 'value': 366}, {'age': '85+', 'rate': 1069.2, 'value': 15037}, {'age': '65_to_84', 'rate': 336.6, 'value': 30489}]",,,2093.0,13565.0,862.0,22806.0,40.3,499.0,24594.0,43.5
nation,2020-04-29,England,E92000001,1403.0,115859.0,258.3,4724.0,146079.0,27283.0,546922.0,,,,,1295.0,75169.0,"[{'age': '18_to_64', 'rate': 71.8, 'value': 24400}, {'age': '6_to_17', 'rate': 4.0, 'value': 330}, {'age': '0_to_5', 'rate': 9.5, 'value': 374}, {'age': '85+', 'rate': 1093.7, 'value': 15382}, {'age': '65_to_84', 'rate': 342.8, 'value': 31052}]",,,2045.0,13224.0,604.0,23410.0,41.4,494.0,25088.0,44.4
nation,2020-04-30,England,E92000001,2484.0,118343.0,265.9,4304.0,150383.0,34807.0,581729.0,,,,,1227.0,76396.0,"[{'age': '18_to_64', 'rate': 73.0, 'value': 24803}, {'age': '6_to_17', 'rate': 4.1, 'value': 335}, {'age': '0_to_5', 'rate': 9.7, 'value': 380}, {'age': '85+', 'rate': 1116.0, 'value': 15696}, {'age': '65_to_84', 'rate': 348.3, 'value': 31550}]",,,1991.0,12922.0,543.0,23953.0,42.4,484.0,25572.0,45.2
