date,name,code,covidOccupiedMVBeds,cumAdmissions,cumAdmissionsByAge,cumCasesByPublishDate,cumCasesBySpecimenDate,cumCasesBySpecimenDateRate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,cumPillarFourTestsByPublishDate,cumPillarOneTestsByPublishDate,cumPillarThreeTestsByPublishDate,cumPillarTwoTestsByPublishDate,cumTestsByPublishDate,femaleCases,hospitalCases,maleCases,newAdmissions,newCasesByPublishDate,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newDeaths28DaysByPublishDate,newPillarFourTestsByPublishDate,newPillarOneTestsByPublishDate,newPillarThreeTestsByPublishDate,newPillarTwoTestsByPublishDate,newTestsByPublishDate,plannedCapacityByPublishDate
2021-06-10,United Kingdom,K02000001,158.0,469052.0,,4542986.0,4556720.0,6792.8,127978.0,190.8,127867.0,190.6,8271007.0,28687153.0,2233467.0,154072394.0,193264021.0,,1093.0,,200.0,7393.0,7837.0,11.0,7.0,17852.0,87616.0,1725.0,841323.0,948516.0,695859.0
2021-06-11,United Kingdom,K02000001,161.0,469230.0,,4550944.0,4564162.0,6803.9,127984.0,190.8,127884.0,190.6,8281963.0,28772401.0,2235029.0,154791014.0,194080407.0,,1074.0,,178.0,8125.0,7442.0,6.0,17.0,10956.0,85249.0,1562.0,641575.0,739342.0,695862.0
2021-06-12,United Kingdom,K02000001,169.0,469407.0,,4558494.0,4570276.0,6813.0,127997.0,190.8,127896.0,190.7,8299158.0,28842653.0,2235302.0,155272155.0,194649268.0,,1103.0,,177.0,7738.0,6114.0,13.0,12.0,17195.0,70252.0,273.0,446362.0,534082.0,705862.0
2021-06-13,United Kingdom,K02000001,188.0,469630.0,,4565813.0,4577230.0,6823.4,128007.0,190.8,127904.0,190.7,8312677.0,28910864.0,2235737.0,156275376.0,195734654.0,,1138.0,,223.0,7490.0,6954.0,10.0,8.0,12974.0,68211.0,435.0,971037.0,1052657.0,701862.0
2021-06-14,United Kingdom,K02000001,188.0,469858.0,,4573419.0,4587331.0,6838.5,128016.0,190.8,127907.0,190.7,8320818.0,28990551.0,2236529.0,157251682.0,196799580.0,,1179.0,,228.0,7742.0,10101.0,9.0,3.0,8141.0,79687.0,792.0,842792.0,931412.0,701862.0
2021-06-15,United Kingdom,K02000001,206.0,470087.0,,4581006.0,4597824.0,6854.1,128035.0,190.9,127917.0,190.7,8368876.0,29103493.0,2238236.0,157975270.0,197685875.0,,1230.0,,229.0,7673.0,10493.0,19.0,10.0,10977.0,112942.0,1707.0,654065.0,779691.0,701531.0
2021-06-16,United Kingdom,K02000001,208.0,470314.0,,4589814.0,4608599.0,6870.2,128046.0,190.9,127926.0,190.7,8384442.0,29209253.0,2241307.0,159009075.0,198844077.0,,1255.0,,227.0,9055.0,10775.0,11.0,9.0,15566.0,105760.0,1660.0,982750.0,1105736.0,701531.0
2021-06-17,United Kingdom,K02000001,210.0,470555.0,,4600623.0,4619372.0,6886.2,128052.0,190.9,127945.0,190.7,8397639.0,29333596.0,2243119.0,160050490.0,200024844.0,,1320.0,,241.0,11007.0,10773.0,6.0,19.0,13197.0,94760.0,1812.0,928122.0,1037891.0,701531.0
2021-06-18,United Kingdom,K02000001,223.0,470791.0,,4610893.0,4629430.0,6901.2,128065.0,190.9,127956.0,190.7,8416971.0,29421080.0,2244934.0,160799730.0,200882715.0,,1362.0,,236.0,10476.0,10058.0,13.0,11.0,19332.0,87485.0,1815.0,685969.0,794601.0,701473.0
2021-06-19,United Kingdom,K02000001,215.0,471002.0,,4620968.0,4637683.0,6913.5,128087.0,190.9,127970.0,190.8,8436153.0,29493215.0,2245211.0,161330059.0,201504638.0,,1347.0,,211.0,10321.0,8253.0,22.0,14.0,19182.0,72135.0,277.0,500554.0,592148.0,701473.0
2021-06-20,United Kingdom,K02000001,210.0,471208.0,,4630040.0,4647555.0,6928.2,128110.0,191.0,127976.0,190.8,8452325.0,29563354.0,2245299.0,162428138.0,202689116.0,,1382.0,,206.0,9284.0,9872.0,23.0,6.0,15878.0,70139.0,88.0,1063265.0,1149370.0,701473.0
2021-06-21,United Kingdom,K02000001,228.0,471436.0,,4640507.0,4663506.0,6952.0,128126.0,191.0,127981.0,190.8,8460442.0,29652242.0,2246424.0,163486908.0,203846016.0,,1516.0,,228.0,10633.0,15951.0,16.0,5.0,8117.0,88888.0,1125.0,922925.0,1021055.0,696473.0
2021-06-22,United Kingdom,K02000001,250.0,471673.0,,4651988.0,4680503.0,6977.4,128139.0,191.0,128008.0,190.8,8491204.0,29764260.0,2247850.0,164255143.0,204758457.0,,1539.0,,237.0,11625.0,16997.0,13.0,27.0,10093.0,112019.0,1426.0,700176.0,823714.0,696473.0
2021-06-23,United Kingdom,K02000001,246.0,471948.0,,4667870.0,4698407.0,7004.1,128146.0,191.0,128027.0,190.9,8497627.0,29868152.0,2250375.0,165347512.0,205963666.0,,1493.0,,275.0,16135.0,17904.0,7.0,19.0,6423.0,103892.0,1234.0,1042262.0,1153811.0,696473.0
2021-06-24,United Kingdom,K02000001,259.0,472200.0,,4684572.0,4716702.0,7031.3,128167.0,191.1,128048.0,190.9,8513127.0,29976593.0,2251804.0,166422640.0,207164164.0,,1514.0,,252.0,16703.0,18295.0,21.0,21.0,15500.0,91495.0,1429.0,961330.0,1069754.0,706473.0
2021-06-25,United Kingdom,K02000001,257.0,472450.0,,4699868.0,4734467.0,7057.8,128187.0,191.1,128066.0,190.9,8528744.0,30064189.0,2253163.0,167234292.0,208080388.0,,1535.0,,250.0,15810.0,17765.0,20.0,18.0,15617.0,87596.0,1359.0,749080.0,853652.0,718470.0
2021-06-26,United Kingdom,K02000001,256.0,472716.0,,4717811.0,4750432.0,7081.6,128204.0,191.1,128089.0,190.9,8545458.0,30135468.0,2253485.0,167804441.0,208738852.0,,1541.0,,266.0,18270.0,15965.0,17.0,23.0,16714.0,71279.0,322.0,534253.0,622568.0,718470.0
2021-06-27,United Kingdom,K02000001,263.0,472981.0,,4732434.0,4768555.0,7108.6,128224.0,191.1,128100.0,191.0,8560707.0,30206330.0,2253525.0,168974358.0,209994920.0,,1601.0,,265.0,14876.0,18123.0,20.0,11.0,14899.0,70862.0,40.0,1130921.0,1216722.0,720470.0
2021-06-28,United Kingdom,K02000001,297.0,473289.0,,4755078.0,4796302.0,7150.0,128236.0,191.2,128103.0,191.0,8577886.0,30293020.0,2254414.0,170102615.0,211227935.0,,1738.0,,308.0,22868.0,27747.0,12.0,3.0,17179.0,86690.0,889.0,992563.0,1097321.0,701547.0
2021-06-29,United Kingdom,K02000001,283.0,473655.0,,4775301.0,4823892.0,7191.1,128259.0,191.2,128126.0,191.0,8626896.0,30400756.0,2255797.0,170937840.0,212221289.0,,1741.0,,366.0,20479.0,27590.0,23.0,23.0,13691.0,107736.0,1383.0,761196.0,884006.0,706973.0
2021-06-30,United Kingdom,K02000001,287.0,474069.0,,4800907.0,4852225.0,7233.4,128280.0,191.2,128140.0,191.0,8649334.0,30501519.0,2257434.0,172122186.0,213530473.0,,1819.0,,414.0,26068.0,28333.0,21.0,14.0,22438.0,100763.0,1238.0,1130138.0,1254577.0,717226.0
2021-07-01,United Kingdom,K02000001,300.0,474438.0,,4828463.0,4880329.0,7275.3,128301.0,191.3,128162.0,191.1,8669663.0,30618986.0,2258298.0,173239898.0,214786845.0,,1929.0,,369.0,27989.0,28104.0,21.0,22.0,20329.0,95618.0,864.0,1006329.0,1123140.0,728287.0
2021-07-02,United Kingdom,K02000001,321.0,474827.0,,4855169.0,4906100.0,7313.7,128328.0,191.3,128189.0,191.1,8690791.0,30708813.0,2259770.0,174075604.0,215734978.0,,2007.0,,389.0,27125.0,25771.0,27.0,27.0,21128.0,89827.0,1472.0,766560.0,878987.0,723770.0
2021-07-03,United Kingdom,K02000001,327.0,475217.0,,4879616.0,4929655.0,7348.8,128356.0,191.3,128207.0,191.1,8710794.0,30782432.0,2260001.0,174680777.0,216434004.0,,2051.0,,390.0,24885.0,23555.0,28.0,18.0,20003.0,73619.0,231.0,565716.0,659569.0,730444.0
2021-07-04,United Kingdom,K02000001,336.0,475679.0,,4903434.0,4954316.0,7385.5,128384.0,191.4,128222.0,191.1,8731415.0,30857188.0,2260024.0,175902946.0,217751573.0,,2170.0,,462.0,24248.0,24661.0,28.0,15.0,20440.0,74756.0,23.0,1181397.0,1276616.0,731059.0
2021-07-05,United Kingdom,K02000001,369.0,476195.0,,4930534.0,4988485.0,7436.5,128412.0,191.4,128231.0,191.2,8748500.0,30947905.0,2260910.0,177058482.0,219015797.0,,2355.0,,516.0,27334.0,34169.0,28.0,9.0,17085.0,90719.0,886.0,1053902.0,1162592.0,729912.0
2021-07-06,United Kingdom,K02000001,392.0,476767.0,,4958868.0,5023832.0,7489.2,128443.0,191.5,128268.0,191.2,8798359.0,31053284.0,2262206.0,177980256.0,220094105.0,,2477.0,,572.0,28773.0,35347.0,31.0,37.0,16464.0,105380.0,1296.0,848136.0,971276.0,752059.0
2021-07-07,United Kingdom,K02000001,417.0,477335.0,,4990916.0,5061638.0,7545.5,128472.0,191.5,128301.0,191.3,8821789.0,31163742.0,2264281.0,179138800.0,221388612.0,,2672.0,,568.0,32548.0,37806.0,29.0,33.0,23430.0,110459.0,1697.0,1104936.0,1240522.0,756040.0
2021-07-08,United Kingdom,K02000001,417.0,477938.0,,5022893.0,5094974.0,7595.2,128510.0,191.6,128336.0,191.3,8849403.0,31281798.0,2266077.0,180235428.0,222632706.0,,2759.0,,603.0,32551.0,33336.0,38.0,35.0,27614.0,96144.0,1796.0,992374.0,1117928.0,736784.0
2021-07-09,United Kingdom,K02000001,437.0,478493.0,,5058093.0,5127178.0,7643.2,128556.0,191.6,128365.0,191.4,8858503.0,31369020.0,2267776.0,181107022.0,223602321.0,,2929.0,,555.0,35707.0,32204.0,46.0,29.0,9100.0,87223.0,1699.0,806972.0,904994.0,761588.0
2021-07-10,United Kingdom,K02000001,448.0,479043.0,,5089893.0,5155026.0,7684.8,128598.0,191.7,128399.0,191.4,8877626.0,31438846.0,2268427.0,181799114.0,224384013.0,,3026.0,,550.0,32367.0,27848.0,42.0,34.0,19123.0,69826.0,651.0,653961.0,743561.0,748218.0
2021-07-11,United Kingdom,K02000001,454.0,479633.0,,5121245.0,5185028.0,7729.5,128631.0,191.8,128425.0,191.4,8902413.0,31503687.0,2268589.0,182875208.0,225549897.0,,3171.0,,590.0,31772.0,30002.0,33.0,26.0,24682.0,64844.0,162.0,1035257.0,1124945.0,747447.0
2021-07-12,United Kingdom,K02000001,482.0,480361.0,,5155243.0,5228626.0,7794.5,128670.0,191.8,128431.0,191.5,8995994.0,31587284.0,2269323.0,183960384.0,226812985.0,,3445.0,,728.0,34471.0,43598.0,39.0,6.0,20324.0,83597.0,734.0,972603.0,1077258.0,701115.0
2021-07-13,United Kingdom,K02000001,522.0,481110.0,,5191459.0,5275324.0,7864.1,128719.0,191.9,128481.0,191.5,9044416.0,31694121.0,2270916.0,184850193.0,227859646.0,,3660.0,,749.0,36660.0,46698.0,49.0,50.0,13191.0,106837.0,1593.0,813801.0,935422.0,730610.0
2021-07-14,United Kingdom,K02000001,545.0,481860.0,,5233207.0,5329086.0,7944.2,128761.0,191.9,128530.0,191.6,9065382.0,31802677.0,2272669.0,185989933.0,229130661.0,,3842.0,,750.0,42302.0,53762.0,42.0,49.0,20966.0,108556.0,1338.0,1082320.0,1213180.0,770860.0
2021-07-15,United Kingdom,K02000001,551.0,482632.0,,5281098.0,5389768.0,8034.7,128813.0,192.0,128593.0,191.7,9081894.0,31923553.0,2274078.0,187167136.0,230446661.0,,4023.0,,772.0,48553.0,60682.0,52.0,63.0,16512.0,85855.0,1409.0,1077296.0,1181072.0,766803.0
2021-07-16,United Kingdom,K02000001,573.0,483327.0,,5332371.0,5443946.0,8115.5,128863.0,192.1,128642.0,191.8,9097708.0,32002354.0,2275824.0,188112545.0,231488431.0,,4135.0,,695.0,51870.0,54178.0,50.0,49.0,15814.0,78801.0,1746.0,882685.0,979046.0,768785.0
2021-07-17,United Kingdom,K02000001,583.0,484035.0,,5386340.0,5481761.0,8171.8,128914.0,192.2,128683.0,191.8,9110838.0,32066953.0,2276225.0,188856442.0,232310458.0,,4215.0,,708.0,54674.0,37815.0,51.0,41.0,13130.0,64599.0,401.0,706493.0,784623.0,774785.0
2021-07-18,United Kingdom,K02000001,582.0,484830.0,,5433939.0,5517218.0,8224.7,128979.0,192.3,128708.0,191.9,9123315.0,32133460.0,2276310.0,189865185.0,233398270.0,,4330.0,,795.0,48161.0,35457.0,65.0,25.0,12387.0,66507.0,85.0,962205.0,1041184.0,774785.0
2021-07-19,United Kingdom,K02000001,611.0,485704.0,,5473477.0,5564052.0,8294.5,129061.0,192.4,128727.0,191.9,9132520.0,32244252.0,2277317.0,190986815.0,234640904.0,,4634.0,,874.0,39950.0,46834.0,82.0,19.0,9205.0,82578.0,1007.0,984146.0,1076936.0,751785.0
2021-07-20,United Kingdom,K02000001,618.0,486638.0,,5519602.0,5603075.0,8352.7,129118.0,192.5,128823.0,192.0,9142796.0,32346361.0,2278484.0,191820988.0,235588629.0,,4725.0,,934.0,46558.0,39023.0,57.0,96.0,10276.0,102109.0,1167.0,774526.0,888078.0,768485.0
2021-07-21,United Kingdom,K02000001,647.0,487565.0,,5563006.0,5637930.0,8404.6,129170.0,192.6,128896.0,192.1,9158791.0,32452415.0,2280188.0,192786351.0,236677745.0,,4912.0,,927.0,44104.0,34855.0,52.0,73.0,15995.0,106055.0,1334.0,919001.0,1042385.0,781485.0
2021-07-22,United Kingdom,K02000001,699.0,488519.0,,5602321.0,5668558.0,8450.3,129245.0,192.7,128980.0,192.3,9173242.0,32603065.0,2281471.0,193756443.0,237814221.0,,5083.0,,954.0,39906.0,30628.0,75.0,84.0,14451.0,98469.0,1283.0,901931.0,1016134.0,782285.0
2021-07-23,United Kingdom,K02000001,715.0,489377.0,,5637975.0,5695764.0,8490.8,129326.0,192.8,129044.0,192.4,9223438.0,32685774.0,2282509.0,194621769.0,238813490.0,,5293.0,,858.0,36389.0,27206.0,81.0,64.0,14808.0,82709.0,1038.0,813198.0,911753.0,802425.0
2021-07-24,United Kingdom,K02000001,755.0,490202.0,,5669260.0,5718192.0,8524.3,129396.0,192.9,129130.0,192.5,9235841.0,32762309.0,2283128.0,195328821.0,239610099.0,,5359.0,,825.0,31795.0,22428.0,70.0,86.0,12403.0,76535.0,619.0,668412.0,757969.0,808425.0
2021-07-25,United Kingdom,K02000001,779.0,491135.0,,5697912.0,5739914.0,8556.7,129466.0,193.0,129158.0,192.5,9248327.0,32830361.0,2283181.0,196076117.0,240437986.0,,5627.0,,933.0,29173.0,21722.0,70.0,28.0,12327.0,68052.0,53.0,710665.0,791097.0,808425.0
2021-07-26,United Kingdom,K02000001,820.0,492068.0,,5722298.0,5769196.0,8600.3,129539.0,193.1,129172.0,192.6,9258479.0,32924787.0,2283945.0,196852622.0,241319833.0,,5983.0,,933.0,24950.0,29282.0,73.0,14.0,10152.0,90184.0,764.0,711026.0,812126.0,825725.0
2021-07-27,United Kingdom,K02000001,848.0,492982.0,,5745526.0,5798144.0,8643.5,129612.0,193.2,129303.0,192.8,9311163.0,33027090.0,2285655.0,197587577.0,242211485.0,,6075.0,,914.0,23511.0,28948.0,73.0,131.0,11183.0,106519.0,1710.0,681253.0,800665.0,813425.0
2021-07-28,United Kingdom,K02000001,853.0,493830.0,,5770928.0,5827696.0,8687.5,129692.0,193.3,129430.0,192.9,9328586.0,33133245.0,2287911.0,198420664.0,243170406.0,,6085.0,,848.0,27734.0,29552.0,80.0,91.0,14454.0,106158.0,1018.0,791822.0,913452.0,817716.0
2021-07-29,United Kingdom,K02000001,869.0,494660.0,,5801561.0,5855519.0,8729.0,129767.0,193.4,129515.0,193.1,9344309.0,33250767.0,2289364.0,199230260.0,244114700.0,,5959.0,,830.0,31117.0,27823.0,75.0,85.0,15723.0,90410.0,1453.0,758482.0,866068.0,821675.0
2021-07-30,United Kingdom,K02000001,889.0,495400.0,,5830774.0,5879747.0,8765.1,129869.0,193.6,129583.0,193.2,9358187.0,33337219.0,2290350.0,200013130.0,244998886.0,,5992.0,,740.0,29622.0,24228.0,102.0,68.0,13878.0,86452.0,986.0,738873.0,840189.0,821413.0
2021-07-31,United Kingdom,K02000001,893.0,496072.0,,5856528.0,5899855.0,8795.1,129955.0,193.7,129654.0,193.3,9371800.0,33413398.0,2290525.0,200632875.0,245708598.0,,5930.0,,672.0,26144.0,20108.0,86.0,71.0,13613.0,76179.0,175.0,587404.0,677371.0,821413.0
2021-08-01,United Kingdom,K02000001,877.0,496809.0,,5880667.0,5920304.0,8825.6,130047.0,193.9,129719.0,193.4,9384725.0,33485867.0,2290572.0,201249922.0,246411086.0,,5954.0,,737.0,24470.0,20449.0,92.0,65.0,12807.0,72470.0,47.0,586018.0,671342.0,821413.0
2021-08-02,United Kingdom,K02000001,895.0,497591.0,,5902354.0,5949487.0,8869.1,130125.0,194.0,129743.0,193.4,9396135.0,33566933.0,2291708.0,201942156.0,247196932.0,,6185.0,,782.0,21952.0,29183.0,78.0,24.0,11287.0,81066.0,1136.0,634148.0,727637.0,826360.0
2021-08-03,United Kingdom,K02000001,887.0,498346.0,,5923820.0,5979238.0,8913.4,130197.0,194.1,129881.0,193.6,9437796.0,33698805.0,2292718.0,202592998.0,248022317.0,,5975.0,,755.0,21691.0,29751.0,72.0,138.0,11370.0,103558.0,1010.0,606481.0,722419.0,826173.0
2021-08-04,United Kingdom,K02000001,881.0,499175.0,,5952756.0,6010869.0,8960.6,130275.0,194.2,130000.0,193.8,9451114.0,33808698.0,2296012.0,203354588.0,248910412.0,,5757.0,,829.0,29312.0,31631.0,78.0,119.0,13062.0,109893.0,1720.0,725574.0,850249.0,826293.0
2021-08-05,United Kingdom,K02000001,871.0,499969.0,,5982581.0,6041875.0,9006.8,130370.0,194.3,130086.0,193.9,9466512.0,33910755.0,2297374.0,204121677.0,249796318.0,,5715.0,,794.0,30215.0,31006.0,95.0,86.0,15285.0,90718.0,1362.0,721502.0,828867.0,827173.0
2021-08-06,United Kingdom,K02000001,870.0,500735.0,,6014023.0,6069372.0,9047.8,130462.0,194.5,130178.0,194.1,9481281.0,33995770.0,2298962.0,204859526.0,250635539.0,,5705.0,,766.0,31808.0,27497.0,92.0,92.0,14769.0,85017.0,1588.0,694284.0,795658.0,827143.0
2021-08-07,United Kingdom,K02000001,854.0,501448.0,,6042252.0,6091439.0,9080.7,130552.0,194.6,130281.0,194.2,9494270.0,34067585.0,2299513.0,205465400.0,251326768.0,,5652.0,,713.0,28612.0,22067.0,90.0,103.0,12989.0,71815.0,551.0,576734.0,662089.0,831193.0
2021-08-08,United Kingdom,K02000001,856.0,502186.0,,6069362.0,6113799.0,9114.0,130630.0,194.7,130320.0,194.3,9507056.0,34137690.0,2299576.0,206100827.0,252045149.0,,5808.0,,738.0,27429.0,22360.0,78.0,39.0,12763.0,70106.0,63.0,606505.0,689437.0,831143.0
2021-08-09,United Kingdom,K02000001,859.0,502936.0,,6094243.0,6145235.0,9160.9,130695.0,194.8,130357.0,194.3,9550629.0,34219475.0,2300557.0,206786589.0,252857250.0,,5965.0,,750.0,25161.0,31436.0,65.0,37.0,11029.0,81785.0,981.0,634216.0,728011.0,832593.0
2021-08-10,United Kingdom,K02000001,874.0,503816.0,,6117540.0,6175988.0,9206.7,130763.0,194.9,130503.0,194.5,9562012.0,34323617.0,2301893.0,207461193.0,253648715.0,,5964.0,,880.0,23510.0,30753.0,68.0,146.0,11336.0,104142.0,1336.0,634634.0,751448.0,832503.0
2021-08-11,United Kingdom,K02000001,871.0,,,6146800.0,6208371.0,9255.0,130833.0,195.0,130607.0,194.7,9578419.0,34427628.0,2303402.0,208220005.0,254529454.0,,5944.0,,,29612.0,32383.0,70.0,104.0,16407.0,104011.0,1338.0,724039.0,845795.0,833003.0
2021-08-12,United Kingdom,K02000001,882.0,,,6179506.0,6237738.0,9298.8,130904.0,195.1,130701.0,194.8,9591778.0,34546638.0,2304714.0,208975244.0,255418374.0,,5875.0,,,33074.0,29367.0,71.0,94.0,13359.0,87448.0,1312.0,713167.0,815286.0,833019.0
2021-08-13,United Kingdom,K02000001,,,,6211868.0,,,130935.0,195.2,130801.0,195.0,,,,,,,,,,32700.0,,31.0,100.0,,,,,,
2021-08-14,United Kingdom,K02000001,,,,6241011.0,,,,,130894.0,195.1,,,,,,,,,,29520.0,,,93.0,,,,,,
2021-08-15,United Kingdom,K02000001,,,,6267437.0,,,,,130953.0,195.2,,,,,,,,,,26750.0,,,61.0,,,,,,
