date,name,code,covidOccupiedMVBeds,cumAdmissions,cumAdmissionsByAge,cumCasesByPublishDate,cumCasesBySpecimenDate,cumCasesBySpecimenDateRate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,cumPillarFourTestsByPublishDate,cumPillarOneTestsByPublishDate,cumPillarThreeTestsByPublishDate,cumPillarTwoTestsByPublishDate,cumTestsByPublishDate,femaleCases,hospitalCases,maleCases,newAdmissions,newCasesByPublishDate,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newDeaths28DaysByPublishDate,newPillarFourTestsByPublishDate,newPillarOneTestsByPublishDate,newPillarThreeTestsByPublishDate,newPillarTwoTestsByPublishDate,newTestsByPublishDate,plannedCapacityByPublishDate
2021-03-14,United Kingdom,K02000001,1049.0,452743.0,,4258438.0,4260107.0,6350.7,126080.0,188.0,125516.0,187.1,6159088.0,21018726.0,2078748.0,76789661.0,106046223.0,,7315.0,,426.0,4618.0,4299.0,94.0,52.0,14374.0,65347.0,265.0,885406.0,965392.0,858554.0
2021-03-15,United Kingdom,K02000001,1016.0,453246.0,,4263527.0,4266607.0,6360.4,126171.0,188.1,125580.0,187.2,6177419.0,21091301.0,2080293.0,78382952.0,107731965.0,,7207.0,,503.0,5089.0,6500.0,91.0,64.0,18331.0,72576.0,1545.0,1483711.0,1576163.0,888368.0
2021-03-16,United Kingdom,K02000001,968.0,453687.0,,4268821.0,4272279.0,6368.8,126251.0,188.2,125690.0,187.4,6207756.0,21189731.0,2082280.0,79693153.0,109172920.0,,6847.0,,441.0,5294.0,5672.0,80.0,110.0,19470.0,98430.0,1987.0,1203115.0,1323002.0,882114.0
2021-03-17,United Kingdom,K02000001,925.0,454133.0,,4274579.0,4278050.0,6377.4,126330.0,188.3,125831.0,187.6,6238795.0,21295649.0,2085977.0,81293584.0,110914005.0,,6585.0,,446.0,5758.0,5771.0,79.0,141.0,31039.0,96221.0,2757.0,1510077.0,1640094.0,884724.0
2021-03-18,United Kingdom,K02000001,879.0,454584.0,,4280882.0,4283521.0,6385.6,126389.0,188.4,125926.0,187.7,6267273.0,21398706.0,2088543.0,82738625.0,112493147.0,,6150.0,,451.0,6303.0,5471.0,59.0,95.0,28478.0,88341.0,2566.0,1321954.0,1441339.0,886892.0
2021-03-19,United Kingdom,K02000001,830.0,454964.0,,4285684.0,4288515.0,6393.0,126459.0,188.5,126026.0,187.9,6296232.0,21477820.0,2091237.0,83653929.0,113519218.0,,5880.0,,380.0,4802.0,4994.0,70.0,101.0,28959.0,79117.0,2694.0,828414.0,939184.0,887206.0
2021-03-20,United Kingdom,K02000001,787.0,455328.0,,4291271.0,4292614.0,6399.1,126523.0,188.6,126122.0,188.0,6323450.0,21547243.0,2092431.0,84062849.0,114025973.0,,5567.0,,364.0,5587.0,4099.0,64.0,96.0,27218.0,69424.0,1194.0,377256.0,475092.0,887159.0
2021-03-21,United Kingdom,K02000001,768.0,455686.0,,4296583.0,4297846.0,6406.9,126603.0,188.7,126155.0,188.1,6349252.0,21613763.0,2093543.0,85889134.0,115945692.0,,5448.0,,358.0,5312.0,5232.0,80.0,33.0,25407.0,66520.0,1112.0,1802315.0,1895354.0,886690.0
2021-03-22,United Kingdom,K02000001,748.0,456047.0,,4301925.0,4304047.0,6416.2,126668.0,188.8,126172.0,188.1,6374527.0,21692367.0,2096145.0,87116538.0,117279577.0,,5431.0,,361.0,5342.0,6201.0,65.0,17.0,25275.0,78604.0,2602.0,1090436.0,1196917.0,903251.0
2021-03-23,United Kingdom,K02000001,711.0,456414.0,,4307304.0,4309299.0,6424.0,126718.0,188.9,126284.0,188.3,6406937.0,21791253.0,2098417.0,87908288.0,118204895.0,,5150.0,,367.0,5379.0,5252.0,50.0,112.0,22844.0,98886.0,2272.0,721036.0,845038.0,899481.0
2021-03-24,United Kingdom,K02000001,682.0,456762.0,,4312908.0,4315304.0,6433.0,126758.0,189.0,126382.0,188.4,6437508.0,21890901.0,2102030.0,89643982.0,120074421.0,,4880.0,,348.0,5605.0,6005.0,40.0,98.0,30571.0,99648.0,2112.0,1685906.0,1818237.0,907959.0
2021-03-25,United Kingdom,K02000001,630.0,457102.0,,4319128.0,4320702.0,6441.0,126803.0,189.0,126445.0,188.5,6461598.0,21993145.0,2104409.0,90958247.0,121517399.0,,4583.0,,340.0,6397.0,5398.0,45.0,63.0,24090.0,88733.0,2379.0,1163972.0,1279174.0,905230.0
2021-03-26,United Kingdom,K02000001,615.0,457400.0,,4325315.0,4325089.0,6447.5,126851.0,189.1,126515.0,188.6,6487152.0,22074853.0,2106348.0,91611004.0,122279357.0,,4485.0,,298.0,6187.0,4387.0,48.0,70.0,25554.0,81709.0,1939.0,616377.0,725579.0,906507.0
2021-03-27,United Kingdom,K02000001,594.0,457673.0,,4329180.0,4328622.0,6452.8,126887.0,189.2,126573.0,188.7,6508244.0,22145287.0,2107298.0,92021308.0,122782137.0,,4436.0,,273.0,4715.0,3533.0,36.0,58.0,21092.0,70434.0,950.0,380684.0,473160.0,899384.0
2021-03-28,United Kingdom,K02000001,582.0,457945.0,,4333042.0,4333274.0,6459.7,126921.0,189.2,126592.0,188.7,6527839.0,22208394.0,2109380.0,93606708.0,124452321.0,,4185.0,,272.0,3862.0,4652.0,34.0,19.0,19295.0,63107.0,2082.0,1559664.0,1644148.0,897384.0
2021-03-29,United Kingdom,K02000001,583.0,458195.0,,4337696.0,4337246.0,6465.7,126956.0,189.3,126615.0,188.7,6542860.0,22290241.0,2110709.0,94530449.0,125474259.0,,4197.0,,250.0,4654.0,3972.0,35.0,23.0,15021.0,81847.0,1329.0,875539.0,973736.0,913260.0
2021-03-30,United Kingdom,K02000001,568.0,458451.0,,4341736.0,4340840.0,6471.0,126999.0,189.3,126670.0,188.8,6570711.0,22389859.0,2113057.0,95147183.0,126220810.0,,3976.0,,256.0,4040.0,3594.0,43.0,56.0,17368.0,99618.0,2348.0,580385.0,699719.0,889673.0
2021-03-31,United Kingdom,K02000001,547.0,458720.0,,4345788.0,4344606.0,6476.6,127037.0,189.4,126713.0,188.9,6594173.0,22487510.0,2114495.0,96350691.0,127546869.0,,3742.0,,269.0,4052.0,3766.0,38.0,43.0,23462.0,89400.0,2044.0,1155454.0,1270360.0,805723.0
2021-04-01,United Kingdom,K02000001,517.0,458954.0,,4350266.0,4348077.0,6481.8,127068.0,189.4,126764.0,189.0,6610400.0,22575452.0,2117015.0,97327216.0,128630083.0,,3557.0,,234.0,4479.0,3471.0,31.0,51.0,16227.0,87942.0,2520.0,851448.0,958137.0,775928.0
2021-04-02,United Kingdom,K02000001,485.0,459191.0,,4353668.0,4350704.0,6485.7,127096.0,189.5,126816.0,189.0,6623118.0,22637166.0,2118230.0,97871753.0,129250267.0,,3376.0,,237.0,3402.0,2627.0,28.0,52.0,12718.0,61714.0,1215.0,481181.0,556828.0,753945.0
2021-04-03,United Kingdom,K02000001,478.0,459414.0,,4357091.0,4353110.0,6489.3,127127.0,189.5,126826.0,189.1,6636021.0,22695963.0,2118765.0,98240434.0,129691183.0,,3244.0,,223.0,3423.0,2406.0,31.0,10.0,12903.0,58798.0,535.0,333933.0,406169.0,754245.0
2021-04-04,United Kingdom,K02000001,469.0,459611.0,,4359388.0,4355404.0,6492.7,127153.0,189.6,126836.0,189.1,6647068.0,22759544.0,2119143.0,99009318.0,130535073.0,,3229.0,,197.0,2297.0,2294.0,26.0,10.0,10769.0,63581.0,378.0,739343.0,814071.0,755545.0
2021-04-05,United Kingdom,K02000001,461.0,459848.0,,4362150.0,4358020.0,6496.6,127170.0,189.6,126862.0,189.1,6647627.0,22832658.0,2119583.0,99807877.0,131407745.0,,3255.0,,237.0,2762.0,2616.0,17.0,26.0,559.0,73114.0,440.0,667650.0,741763.0,768345.0
2021-04-06,United Kingdom,K02000001,453.0,460071.0,,4364529.0,4361134.0,6501.3,127198.0,189.6,126882.0,189.1,6678294.0,22923962.0,2121798.0,100417526.0,132141580.0,,3143.0,,223.0,2379.0,3114.0,28.0,20.0,11162.0,91304.0,2215.0,529472.0,634153.0,768445.0
2021-04-07,United Kingdom,K02000001,440.0,460304.0,,4367291.0,4364217.0,6505.9,127227.0,189.7,126927.0,189.2,6699382.0,23018229.0,2124152.0,101391299.0,133233062.0,,3019.0,,233.0,2763.0,3083.0,29.0,45.0,21088.0,94267.0,2354.0,921483.0,1039192.0,769345.0
2021-04-08,United Kingdom,K02000001,421.0,460511.0,,4370321.0,4367200.0,6510.3,127262.0,189.7,126980.0,189.3,6718893.0,23116358.0,2126650.0,102327226.0,134289127.0,,2872.0,,207.0,3030.0,2983.0,35.0,53.0,19511.0,89955.0,2498.0,824848.0,936812.0,770745.0
2021-04-09,United Kingdom,K02000001,405.0,460716.0,,4365461.0,4369982.0,6514.5,127285.0,189.7,127040.0,189.4,6735072.0,23202959.0,2129455.0,102978254.0,135045740.0,,2793.0,,205.0,3150.0,2782.0,23.0,60.0,16179.0,86601.0,2805.0,575712.0,681297.0,771538.0
2021-04-10,United Kingdom,K02000001,385.0,460902.0,,4368045.0,4372239.0,6517.8,127309.0,189.8,127080.0,189.4,6748585.0,23279861.0,2130370.0,103407861.0,135566677.0,,2650.0,,186.0,2589.0,2257.0,24.0,40.0,13247.0,76902.0,915.0,392004.0,483068.0,771938.0
2021-04-11,United Kingdom,K02000001,385.0,461105.0,,4369775.0,4374495.0,6521.2,127331.0,189.8,127087.0,189.5,6760059.0,23343831.0,2130885.0,104587086.0,136821861.0,,2549.0,,203.0,1730.0,2256.0,22.0,7.0,11474.0,63116.0,515.0,1143447.0,1218552.0,770938.0
2021-04-12,United Kingdom,K02000001,377.0,461310.0,,4373343.0,4377209.0,6525.2,127358.0,189.9,127100.0,189.5,6772671.0,23431485.0,2134219.0,105510067.0,137848442.0,,2492.0,,205.0,3568.0,2714.0,27.0,13.0,12612.0,78050.0,1874.0,785255.0,877791.0,772838.0
2021-04-13,United Kingdom,K02000001,370.0,461491.0,,4375814.0,4379541.0,6528.7,127378.0,189.9,127123.0,189.5,6785039.0,23539317.0,2136229.0,106146046.0,138606631.0,,2408.0,,181.0,2472.0,2332.0,20.0,23.0,12279.0,107833.0,2010.0,560740.0,682862.0,777838.0
2021-04-14,United Kingdom,K02000001,351.0,461687.0,,4378305.0,4381938.0,6532.3,127395.0,189.9,127161.0,189.6,6805174.0,23635686.0,2139279.0,107244222.0,139824361.0,,2295.0,,196.0,2491.0,2397.0,17.0,38.0,20135.0,96369.0,2280.0,1049408.0,1168192.0,776838.0
2021-04-15,United Kingdom,K02000001,329.0,461848.0,,4380976.0,4384125.0,6535.5,127416.0,189.9,127191.0,189.6,6819775.0,23716276.0,2141580.0,108266397.0,140944028.0,,2195.0,,161.0,2672.0,2187.0,21.0,30.0,14601.0,80590.0,2301.0,895315.0,992807.0,777738.0
2021-04-16,United Kingdom,K02000001,332.0,462006.0,,4383732.0,4386476.0,6539.1,127433.0,190.0,127225.0,189.7,6831965.0,23798021.0,2143696.0,108935391.0,141709073.0,,2140.0,,158.0,2596.0,2351.0,17.0,34.0,12190.0,81745.0,2116.0,588138.0,684189.0,775138.0
2021-04-17,United Kingdom,K02000001,323.0,462164.0,,4385938.0,4388112.0,6541.5,127455.0,190.0,127260.0,189.7,6845147.0,23865868.0,2144623.0,109384727.0,142240365.0,,2035.0,,158.0,2206.0,1636.0,22.0,35.0,13182.0,67847.0,927.0,411797.0,493753.0,775138.0
2021-04-18,United Kingdom,K02000001,311.0,462305.0,,4387820.0,4390553.0,6545.1,127472.0,190.0,127270.0,189.7,6850532.0,23933110.0,2144850.0,111030127.0,143958619.0,,1983.0,,141.0,1882.0,2441.0,17.0,10.0,5385.0,67242.0,227.0,1604231.0,1677085.0,772538.0
2021-04-19,United Kingdom,K02000001,318.0,462482.0,,4390783.0,4393153.0,6549.0,127490.0,190.1,127274.0,189.7,6884009.0,24018947.0,2146290.0,112148162.0,145197408.0,,2007.0,,177.0,2963.0,2600.0,18.0,4.0,15788.0,85837.0,1440.0,941757.0,1044822.0,780397.0
2021-04-20,United Kingdom,K02000001,300.0,462616.0,,4393307.0,4395519.0,6552.5,127509.0,190.1,127307.0,189.8,6920869.0,24144197.0,2149193.0,112829138.0,146043397.0,,1926.0,,134.0,2524.0,2366.0,19.0,33.0,18629.0,109180.0,1821.0,604049.0,733679.0,781409.0
2021-04-21,United Kingdom,K02000001,276.0,462788.0,,4395703.0,4398059.0,6556.3,127533.0,190.1,127327.0,189.8,6938159.0,24245548.0,2151833.0,114133243.0,147468783.0,,1893.0,,172.0,2396.0,2540.0,24.0,22.0,17290.0,101351.0,2640.0,1254128.0,1375409.0,775695.0
2021-04-22,United Kingdom,K02000001,261.0,462908.0,,4398431.0,4400309.0,6559.7,127549.0,190.1,127345.0,189.8,6972105.0,24331523.0,2154155.0,115279971.0,148737754.0,,1791.0,,120.0,2729.0,2250.0,16.0,18.0,33946.0,85975.0,2322.0,993857.0,1116100.0,793090.0
2021-04-23,United Kingdom,K02000001,243.0,463063.0,,4401109.0,4402199.0,6562.5,127570.0,190.2,127385.0,189.9,6997599.0,24417504.0,2157202.0,115976898.0,149549203.0,,1749.0,,155.0,2678.0,1890.0,21.0,40.0,25387.0,85981.0,3047.0,611728.0,726143.0,787850.0
2021-04-24,United Kingdom,K02000001,240.0,463192.0,,4403170.0,4403665.0,6564.7,127578.0,190.2,127417.0,189.9,7022945.0,24495725.0,2158186.0,116411494.0,150088350.0,,1673.0,,129.0,2061.0,1466.0,8.0,32.0,25346.0,78221.0,984.0,399096.0,503647.0,787455.0
2021-04-25,United Kingdom,K02000001,231.0,463330.0,,4404882.0,4405659.0,6567.6,127593.0,190.2,127428.0,190.0,7047515.0,24568814.0,2158685.0,117830637.0,151605651.0,,1626.0,,138.0,1712.0,1994.0,15.0,11.0,24330.0,73089.0,499.0,1380290.0,1478208.0,762055.0
2021-04-26,United Kingdom,K02000001,227.0,463464.0,,4406946.0,4408101.0,6571.3,127605.0,190.2,127434.0,190.0,7072020.0,24650984.0,2160242.0,118940384.0,152823630.0,,1649.0,,134.0,2064.0,2442.0,12.0,6.0,24505.0,82194.0,1557.0,928974.0,1037230.0,784948.0
2021-04-27,United Kingdom,K02000001,214.0,463631.0,,4409631.0,4410159.0,6574.4,127617.0,190.2,127451.0,190.0,7109086.0,24754391.0,2161901.0,119627154.0,153652532.0,,1572.0,,167.0,2685.0,2058.0,12.0,17.0,20487.0,103409.0,1659.0,607528.0,733083.0,783333.0
2021-04-28,United Kingdom,K02000001,208.0,463743.0,,4411797.0,4412520.0,6577.9,127631.0,190.3,127480.0,190.0,7136350.0,24863322.0,2165145.0,120907889.0,155072706.0,,1515.0,,112.0,2166.0,2361.0,14.0,29.0,27264.0,108932.0,1738.0,1226188.0,1364122.0,783629.0
2021-04-29,United Kingdom,K02000001,196.0,463844.0,,4414242.0,4414605.0,6581.0,127644.0,190.3,127502.0,190.1,7160054.0,24962445.0,2167115.0,122013210.0,156302824.0,,1464.0,,101.0,2445.0,2085.0,13.0,22.0,25122.0,89231.0,1970.0,959796.0,1076119.0,778182.0
2021-04-30,United Kingdom,K02000001,185.0,463954.0,,4416623.0,4416307.0,6583.5,127652.0,190.3,127517.0,190.1,7179764.0,25046248.0,2169197.0,122658519.0,157053728.0,,1366.0,,110.0,2381.0,1702.0,8.0,15.0,19710.0,83804.0,2082.0,564272.0,669868.0,776814.0
2021-05-01,United Kingdom,K02000001,188.0,464054.0,,4418530.0,4417662.0,6585.5,127660.0,190.3,127524.0,190.1,7196839.0,25109135.0,2169787.0,123098616.0,157574377.0,,1286.0,,100.0,1907.0,1355.0,8.0,7.0,17075.0,62887.0,590.0,405678.0,486230.0,775633.0
2021-05-02,United Kingdom,K02000001,196.0,464174.0,,4420201.0,4419086.0,6587.7,127672.0,190.3,127538.0,190.1,7214960.0,25176075.0,2170332.0,123881903.0,158443270.0,,1284.0,,120.0,1671.0,1424.0,12.0,14.0,17918.0,66941.0,545.0,748059.0,833463.0,775761.0
2021-05-03,United Kingdom,K02000001,187.0,464297.0,,4421850.0,4421060.0,6590.6,127680.0,190.3,127539.0,190.1,7228911.0,25245677.0,2170628.0,125012016.0,159657232.0,,1302.0,,123.0,1649.0,1974.0,8.0,1.0,13951.0,69602.0,296.0,986171.0,1070020.0,783161.0
2021-05-04,United Kingdom,K02000001,181.0,464398.0,,4423796.0,4423457.0,6594.2,127690.0,190.4,127543.0,190.1,7243277.0,25340545.0,2172122.0,125897732.0,160653676.0,,1294.0,,101.0,1946.0,2397.0,10.0,4.0,14366.0,94868.0,1494.0,751134.0,861862.0,779586.0
2021-05-05,United Kingdom,K02000001,182.0,464516.0,,4425940.0,4425850.0,6597.7,127702.0,190.4,127570.0,190.2,7261225.0,25451310.0,2175928.0,127045210.0,161933673.0,,1237.0,,118.0,2144.0,2393.0,12.0,27.0,17948.0,110765.0,2202.0,1087576.0,1218491.0,776013.0
2021-05-06,United Kingdom,K02000001,163.0,464636.0,,4428553.0,4428013.0,6601.0,127712.0,190.4,127583.0,190.2,7296126.0,25556135.0,2177603.0,128141913.0,163171777.0,,1158.0,,120.0,2613.0,2163.0,10.0,13.0,18026.0,88162.0,1675.0,963396.0,1071259.0,772953.0
2021-05-07,United Kingdom,K02000001,159.0,464740.0,,4431043.0,4429894.0,6603.8,127722.0,190.4,127598.0,190.2,7312643.0,25645301.0,2179717.0,128798304.0,163935965.0,,1156.0,,104.0,2490.0,1881.0,10.0,15.0,14779.0,89166.0,2114.0,605562.0,711621.0,772980.0
2021-05-08,United Kingdom,K02000001,151.0,464849.0,,4433090.0,4431405.0,6606.0,127730.0,190.4,127603.0,190.2,7327267.0,25719716.0,2180876.0,129236056.0,164463915.0,,1136.0,,109.0,2047.0,1511.0,8.0,5.0,14624.0,74415.0,1159.0,401507.0,491705.0,777980.0
2021-05-09,United Kingdom,K02000001,144.0,464952.0,,4434860.0,4433574.0,6609.3,127739.0,190.4,127605.0,190.2,7342824.0,25792932.0,2181234.0,130504693.0,165821683.0,,1117.0,,103.0,1770.0,2169.0,9.0,2.0,15557.0,73216.0,358.0,1233565.0,1322696.0,770580.0
2021-05-10,United Kingdom,K02000001,149.0,465056.0,,4437217.0,4436226.0,6613.2,127747.0,190.4,127609.0,190.2,7351811.0,25877436.0,2183022.0,131529945.0,166942214.0,,1128.0,,104.0,2357.0,2652.0,8.0,4.0,8895.0,84504.0,1788.0,862080.0,957267.0,757980.0
2021-05-11,United Kingdom,K02000001,138.0,465164.0,,4439691.0,4438423.0,6616.5,127761.0,190.5,127629.0,190.3,7385162.0,25983539.0,2184561.0,132195808.0,167749070.0,,1105.0,,108.0,2474.0,2197.0,14.0,20.0,13773.0,106103.0,1539.0,592503.0,713918.0,768238.0
2021-05-12,United Kingdom,K02000001,136.0,465283.0,,4441975.0,4440653.0,6619.8,127772.0,190.5,127640.0,190.3,7424732.0,26085072.0,2188530.0,133308861.0,169007195.0,,1067.0,,119.0,2284.0,2230.0,11.0,11.0,39570.0,101533.0,2735.0,1065631.0,1209469.0,773238.0
2021-05-13,United Kingdom,K02000001,129.0,465386.0,,4444631.0,4442745.0,6622.9,127777.0,190.5,127651.0,190.3,7478601.0,26189138.0,2190501.0,131840525.0,167698765.0,,1000.0,,103.0,2657.0,2092.0,5.0,11.0,53869.0,87577.0,1971.0,880112.0,1023529.0,768238.0
2021-05-14,United Kingdom,K02000001,124.0,465479.0,,4446824.0,4444595.0,6625.7,127783.0,190.5,127668.0,190.3,7524356.0,26273492.0,2192734.0,132498576.0,168489158.0,,975.0,,93.0,2193.0,1850.0,6.0,17.0,45755.0,84354.0,2233.0,576478.0,708820.0,748211.0
2021-05-15,United Kingdom,K02000001,121.0,465569.0,,4448851.0,4446175.0,6628.0,127790.0,190.5,127675.0,190.3,7564093.0,26348413.0,2193237.0,132901405.0,169007148.0,,965.0,,90.0,2027.0,1580.0,7.0,7.0,39737.0,74921.0,503.0,372413.0,487574.0,748211.0
2021-05-16,United Kingdom,K02000001,123.0,465649.0,,4450777.0,4448029.0,6630.8,127798.0,190.5,127679.0,190.3,7601452.0,26417557.0,2193327.0,133943835.0,170156171.0,,940.0,,80.0,1926.0,1854.0,8.0,4.0,37304.0,69144.0,90.0,1004450.0,1110988.0,740811.0
2021-05-17,United Kingdom,K02000001,125.0,465751.0,,4452756.0,4450794.0,6634.9,127805.0,190.5,127684.0,190.3,7634941.0,26525421.0,2194718.0,135043353.0,171398433.0,,942.0,,102.0,1979.0,2765.0,7.0,5.0,33489.0,81894.0,1391.0,877052.0,993826.0,768211.0
2021-05-18,United Kingdom,K02000001,124.0,465878.0,,4450392.0,4453503.0,6639.0,127811.0,190.5,127691.0,190.4,7698195.0,26630780.0,2196419.0,135731471.0,172256865.0,,897.0,,127.0,2412.0,2709.0,6.0,7.0,29222.0,105360.0,1701.0,615392.0,751675.0,768211.0
2021-05-19,United Kingdom,K02000001,122.0,466004.0,,4452527.0,4456213.0,6643.0,127816.0,190.5,127694.0,190.4,7726768.0,26737134.0,2199802.0,136838828.0,173502532.0,,917.0,,126.0,2696.0,2710.0,5.0,3.0,28573.0,106365.0,1991.0,1057313.0,1194242.0,768211.0
2021-05-20,United Kingdom,K02000001,123.0,466135.0,,4455221.0,4458637.0,6646.6,127821.0,190.5,127701.0,190.4,7752299.0,26848665.0,2201891.0,137853007.0,174655862.0,,911.0,,131.0,2874.0,2424.0,5.0,7.0,25531.0,85774.0,2089.0,883134.0,996528.0,768211.0
2021-05-21,United Kingdom,K02000001,124.0,466259.0,,4457923.0,4460929.0,6650.0,127828.0,190.6,127710.0,190.4,7775170.0,26931290.0,2204271.0,138542021.0,175452752.0,,921.0,,124.0,2829.0,2292.0,7.0,9.0,22871.0,82626.0,2380.0,616580.0,724457.0,768210.0
2021-05-22,United Kingdom,K02000001,123.0,466379.0,,4460446.0,4462855.0,6652.9,127832.0,190.6,127716.0,190.4,7794045.0,27008352.0,2204688.0,138983268.0,175990353.0,,886.0,,120.0,2694.0,1926.0,4.0,6.0,18875.0,77062.0,417.0,407315.0,503669.0,768211.0
2021-05-23,United Kingdom,K02000001,120.0,466493.0,,4462538.0,4465096.0,6656.3,127839.0,190.6,127721.0,190.4,7812122.0,27077240.0,2204897.0,140104146.0,177198405.0,,923.0,,114.0,2235.0,2241.0,7.0,5.0,17803.0,68889.0,209.0,1083944.0,1170845.0,760811.0
2021-05-24,United Kingdom,K02000001,121.0,466631.0,,4464900.0,4468332.0,6661.1,127848.0,190.6,127724.0,190.4,7835984.0,27166674.0,2206653.0,141097747.0,178307058.0,,959.0,,138.0,2439.0,3236.0,9.0,3.0,23862.0,89434.0,1756.0,843406.0,958458.0,768211.0
2021-05-25,United Kingdom,K02000001,128.0,466763.0,,4467310.0,4471634.0,6666.0,127852.0,190.6,127739.0,190.4,7892810.0,27274315.0,2208509.0,141789562.0,179165196.0,,920.0,,132.0,2493.0,3302.0,4.0,15.0,18593.0,107642.0,1856.0,619847.0,747938.0,768211.0
2021-05-26,United Kingdom,K02000001,125.0,466893.0,,4470297.0,4475434.0,6671.7,127863.0,190.6,127748.0,190.4,7921534.0,27378380.0,2211490.0,142847084.0,180358488.0,,894.0,,130.0,3180.0,3800.0,11.0,9.0,28724.0,104066.0,1862.0,1003755.0,1138407.0,774916.0
2021-05-27,United Kingdom,K02000001,120.0,467016.0,,4473677.0,4479071.0,6677.1,127871.0,190.6,127758.0,190.5,7945493.0,27484862.0,2213479.0,143809385.0,181453219.0,,871.0,,123.0,3542.0,3637.0,8.0,10.0,25974.0,84897.0,1989.0,850456.0,963316.0,775828.0
2021-05-28,United Kingdom,K02000001,124.0,467154.0,,4477705.0,4482562.0,6682.3,127879.0,190.6,127768.0,190.5,7972089.0,27564050.0,2215584.0,144447693.0,182199416.0,,884.0,,138.0,4182.0,3491.0,8.0,10.0,26596.0,79188.0,2105.0,574749.0,682638.0,777459.0
2021-05-29,United Kingdom,K02000001,119.0,467258.0,,4480945.0,4485495.0,6686.7,127886.0,190.6,127775.0,190.5,7995231.0,27625124.0,2216108.0,144882687.0,182719150.0,,885.0,,104.0,3398.0,2933.0,7.0,7.0,23142.0,61074.0,524.0,404058.0,488798.0,777456.0
2021-05-30,United Kingdom,K02000001,124.0,467369.0,,4484056.0,4488589.0,6691.3,127894.0,190.7,127781.0,190.5,8017036.0,27691112.0,2216368.0,145446766.0,183371282.0,,905.0,,111.0,3240.0,3094.0,8.0,6.0,21710.0,65988.0,260.0,538188.0,626146.0,770480.0
2021-05-31,United Kingdom,K02000001,122.0,467492.0,,4487339.0,4492369.0,6696.9,127901.0,190.7,127782.0,190.5,8033656.0,27754659.0,2216585.0,146049107.0,184054007.0,,927.0,,123.0,3383.0,3780.0,7.0,1.0,16620.0,63547.0,217.0,521852.0,602236.0,776483.0
2021-06-01,United Kingdom,K02000001,136.0,467646.0,,4490438.0,4497604.0,6704.7,127905.0,190.7,127782.0,190.5,8082596.0,27849117.0,2217987.0,146677514.0,184827214.0,,928.0,,154.0,3165.0,5235.0,4.0,0.0,12555.0,94458.0,1402.0,559030.0,667445.0,695839.0
2021-06-02,United Kingdom,K02000001,129.0,467774.0,,4494699.0,4503651.0,6713.7,127915.0,190.7,127794.0,190.5,8102253.0,27947193.0,2220572.0,147465062.0,185735080.0,,959.0,,128.0,4330.0,6047.0,10.0,12.0,19657.0,98077.0,1856.0,738820.0,858410.0,700038.0
2021-06-03,United Kingdom,K02000001,134.0,467900.0,,4499878.0,4509748.0,6722.8,127927.0,190.7,127812.0,190.5,8125683.0,28049880.0,2222773.0,148244881.0,186643217.0,,936.0,,126.0,5274.0,6097.0,12.0,18.0,23430.0,82389.0,2201.0,702458.0,810478.0,701159.0
2021-06-04,United Kingdom,K02000001,130.0,468023.0,,4506018.0,4515454.0,6731.3,127936.0,190.7,127823.0,190.5,8146904.0,28129988.0,2225159.0,148868636.0,187370687.0,,963.0,,123.0,6238.0,5706.0,9.0,11.0,21221.0,80109.0,2386.0,570381.0,674097.0,701018.0
2021-06-05,United Kingdom,K02000001,135.0,468148.0,,4511669.0,4520073.0,6738.2,127941.0,190.7,127836.0,190.6,8167086.0,28201808.0,2225754.0,149298005.0,187892653.0,,936.0,,125.0,5765.0,4619.0,5.0,13.0,20178.0,71820.0,595.0,396844.0,489437.0,699734.0
2021-06-06,United Kingdom,K02000001,145.0,468301.0,,4516892.0,4525479.0,6746.3,127947.0,190.7,127840.0,190.6,8184367.0,28273883.0,2226111.0,150486797.0,189171158.0,,962.0,,153.0,5341.0,5406.0,6.0,4.0,16814.0,72075.0,357.0,1153179.0,1242425.0,691460.0
2021-06-07,United Kingdom,K02000001,148.0,468475.0,,4522476.0,4533219.0,6757.8,127952.0,190.7,127841.0,190.6,8198022.0,28354291.0,2227817.0,151448795.0,190228925.0,,1033.0,,174.0,5683.0,7740.0,5.0,1.0,13655.0,80408.0,1706.0,834996.0,930765.0,714178.0
2021-06-08,United Kingdom,K02000001,154.0,468663.0,,4528442.0,4540892.0,6769.2,127960.0,190.8,127854.0,190.6,8230604.0,28461865.0,2229546.0,152122594.0,191044609.0,,1055.0,,188.0,6048.0,7673.0,8.0,13.0,13852.0,107575.0,1729.0,608077.0,731233.0,694166.0
2021-06-09,United Kingdom,K02000001,159.0,468852.0,,4535754.0,4548883.0,6781.2,127967.0,190.8,127860.0,190.6,8253155.0,28564625.0,2231742.0,153127621.0,192177143.0,,1062.0,,189.0,7540.0,7991.0,7.0,6.0,22551.0,102760.0,1785.0,961619.0,1088715.0,695888.0
